,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,C-ITS,LENGTH,UPDATEDATE,REMARK,HIST_TYPE,HISTREMARK
126800,4050136501,4050046100,4050045701,1,107,000,-,오일장중길,0,0,0,50,0,0,0,0,436.717517430918,20230519,,,
126890,4050619301,4050075200,4050209401,3,107,000,-,-,0,0,0,70,0,0,0,0,2042.62045507377,20230519,도로명없음,,
126992,4060250100,4060080900,4060122600,1,107,000,-,하례학림로,0,0,0,50,0,0,0,0,834.739527624623,20230519,,,
127001,4060327800,4060087800,4060088200,1,107,000,-,노을해안로,0,0,0,50,0,0,0,0,1572.864776127,20230519,,,
127002,4060330000,4060094900,4060094600,1,106,000,1120,대한로,0,0,0,60,0,0,0,0,1408.98804190647,20230519,,,
127003,4060343600,4060130900,4060131600,1,107,000,-,태위로,0,0,0,30,0,0,0,0,102.582258406908,20230519,,,
127004,4060363300,4060144700,4060144500,1,107,000,-,태위로679번길,0,0,0,30,0,0,0,0,183.053914185414,20230519,,,
127166,4060406700,4060123700,4060124700,1,107,000,-,신례로,0,0,0,50,0,0,0,0,1083.10073069478,20230519,,,
127266,4060490100,4060162400,4060162000,1,107,000,-,서성일로10번길,0,0,0,30,0,0,0,0,43.860439211219,20230519,,,
127350,4050268400,4050110800,4050044402,1,107,000,-,도련2길,0,0,0,50,0,0,0,0,58.485067387819,20230519,,,
127351,4050284600,4050134100,4050134600,1,107,000,-,하운당길,0,0,0,40,0,0,0,0,163.527253822768,20230519,,,
127352,4050295100,4050010500,4050084100,1,107,000,-,월대1길,0,0,0,50,0,0,0,0,37.580386518821,20230519,,,
127367,4050314100,4050039901,4050089300,2,107,000,-,청사로,0,0,0,60,0,0,0,0,234.922076733462,20230519,,,
127394,4060134000,4060042100,4060004700,2,107,000,-,신서귀로,0,0,0,50,0,0,0,0,262.419929238191,20230519,,,
127413,4060321800,4060109400,4060109100,1,106,000,1121,덕수서로,0,0,0,30,0,0,0,0,292.956979939662,20230519,,,
127515,4050316000,4050090400,4050090100,2,107,000,-,도남로,0,0,0,60,0,0,0,0,116.834042333294,20230519,,,
127566,4060270800,4060182300,4060086200,1,107,000,-,동류암로36번길,0,0,0,40,0,0,0,0,58.652888081757,20230519,,,
127578,4050407800,4050120600,4050120900,2,106,000,1132,일주서로,0,0,0,70,0,0,0,0,349.452755996195,20230519,,,
127583,4050531700,4050178500,4050179100,2,105,000,97,번영로,0,0,0,70,0,0,0,0,323.548910049833,20230519,,,
127589,4060409200,4060114800,4060115200,2,106,003,1135,평화로,0,0,0,80,0,0,0,0,46.218009152687,20230519,,,
127654,4050563600,4050201600,4050203500,1,107,000,-,충렬로,0,0,0,50,0,0,0,0,2019.50915920089,20230519,,,
127727,4060033900,4060023100,4060001000,1,107,000,-,천제연로,0,0,0,30,0,0,0,0,230.31062386894,20230519,,,
127793,4050622701,4050027603,4050210001,1,107,000,-,원노형남1길,0,0,0,50,0,0,0,0,241.558140620706,20230519,,,
128059,4050378300,4050127600,4050127700,1,107,000,-,청수로,0,0,0,50,0,0,0,0,400.910767209953,20230519,,,
128084,4050180200,4050014000,4050058900,1,107,000,-,중앙로14길,0,0,0,30,0,0,0,0,472.645771526213,20230519,,,
128111,4050182102,4050059501,4050059800,3,107,000,-,연삼로,0,0,0,60,0,0,0,0,469.07335017006,20230519,,,
128117,4050182201,4050059800,4050059501,3,107,000,-,연삼로,0,0,0,50,0,0,0,0,473.062008453927,20230519,,,
128118,4050181602,4050059301,4050059700,2,107,000,-,성지로,0,0,0,40,0,0,0,0,230.944562392555,20230519,,,
128139,4050180900,4050067700,4050059100,1,107,000,-,서해안로,0,0,0,50,0,0,0,0,2665.98945987814,20230519,,,
128166,4060010601,4060004401,4060004400,1,107,000,-,색달로,0,0,0,50,0,0,0,0,72.597523082433,20230519,,,
128398,4060390400,4060088000,4060087900,2,106,000,1132,일주서로,0,0,0,60,0,0,0,0,330.657807907991,20230519,,,
128420,4060098505,4060024003,4060024004,1,107,000,-,중문로,0,0,0,50,0,0,0,0,112.543663593486,20230519,,,
128488,4050069600,4050027200,4050026400,1,107,000,-,정존1길,0,0,0,40,0,0,0,0,59.184680489706,20230519,,,
128498,4050363700,4050126800,4060094500,1,106,000,1120,대한로,0,0,0,60,0,0,0,0,924.196915712691,20230519,,,
128539,4050580500,4050175500,4050174200,2,106,000,1132,조천우회로,0,0,0,70,0,0,0,0,596.920375439757,20230519,,,
128540,4050599000,4050200600,4050200500,2,106,000,1132,일주동로,0,0,0,30,0,0,0,0,162.017832986343,20230519,,,
128708,4050372000,4050119300,4050119400,2,106,000,1132,일주서로,0,0,0,70,0,0,0,0,289.109038495223,20230519,,,
128757,4060123700,4060013500,4060013400,1,107,000,-,이어도로,0,0,0,30,0,0,0,0,159.196605808298,20230519,,,
128859,4060013101,4060006301,4060006300,2,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,154.091712775226,20230519,,,
128860,4060010412,4060006912,4060006911,2,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,698.098757112568,20230519,,,
128877,4050597600,4050177300,4050177500,1,107,000,-,신북로,0,0,0,50,0,0,0,0,224.958057028435,20230519,,,
129152,4050377700,4050128400,4050135400,1,106,000,1121,녹차분재로,0,0,0,50,0,0,0,0,1930.1873821194,20230519,,,
129154,4050410200,4050173300,4050173200,1,106,003,1139,1100로,0,0,0,50,0,0,0,0,9.358177638617,20230519,,,
129262,4050206801,4050067500,4050067401,2,107,000,-,임항로,0,0,0,50,0,0,0,0,262.018584992678,20230519,,,
129263,4050206501,4050067300,4050067301,3,107,000,-,임항로,0,0,0,60,0,0,0,0,88.795965220797,20230519,,,
129264,4050206702,4050067401,4050067500,2,107,000,-,임항로,0,0,0,60,0,0,0,0,259.812872858003,20230519,,,
129265,4050206505,4050067301,4050067303,3,107,000,-,임항로,0,0,0,60,0,0,0,0,71.914987109601,20230519,,,
129266,4050206602,4050067301,4050067300,2,107,000,-,임항로,0,0,0,60,0,0,0,0,92.427421671461,20230519,,,
129378,4050605000,4050182300,4050183100,1,107,000,-,조함해안로,0,0,0,30,0,0,0,0,184.436154419904,20230519,,,
129627,4050326500,4050045002,4050093700,1,107,000,-,신설로7길,0,0,0,30,0,0,0,0,136.664957829422,20230519,,,
129696,4050182101,4050059500,4050059501,3,107,000,-,연삼로,0,0,0,50,0,0,0,0,41.631221746599,20230519,,,
129906,4060527400,4060179200,4060180000,2,106,000,1132,일주동로,0,0,0,70,0,0,0,0,427.721735626971,20230519,,,
129928,4060279400,4060107300,4060107100,1,107,000,-,송악관광로177번길,0,0,0,50,0,0,0,0,70.278155569301,20230519,,,
129930,4060317000,4060111900,4060111000,2,106,000,1132,일주서로,0,0,0,70,0,0,0,0,228.544294943312,20230519,,,
129931,4060333800,4060094900,4060093600,1,107,000,-,일주서로3000번길,0,0,0,50,0,0,0,0,1201.44891771052,20230519,,,
129933,4060350700,4060138300,4060138600,1,107,000,-,태위로,0,0,0,50,0,0,0,0,446.297615815857,20230519,,,
129959,4060352000,4060090900,4060092900,1,107,000,-,무릉송당로,0,0,0,50,0,0,0,0,1362.53879644678,20230519,,,
129960,4060368800,4060145600,4060146100,2,107,000,-,남조로,0,0,0,50,0,0,0,0,147.409062045562,20230519,,,
129961,4060399000,4060127900,4060127300,1,107,000,-,신례동로,0,0,0,50,0,0,0,0,633.81444434772,20230519,,,
129962,4060418900,4060164300,4060163800,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,833.482547895928,20230519,,,
129965,4060467300,4060171600,4060171800,2,106,000,1132,일주동로,0,0,0,30,0,0,0,0,221.057972809423,20230519,,,
129977,4050418900,4050147900,4050145800,1,106,000,1121,금가로,0,0,0,60,0,0,0,0,1063.90496030065,20230519,,,
130019,4050476300,4050189000,4050187300,1,106,000,1112,비자림로,0,0,0,60,0,0,0,0,1349.47722473661,20230519,,,
130040,4050482400,4050158700,4050158900,1,107,000,-,장소로,0,0,0,50,0,0,0,0,522.655850477747,20230519,,,
130042,4050503500,4050151300,4050150600,2,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,279.971636994446,20230519,,,
130043,4050504700,4050151700,4050151300,1,107,000,-,애상로,0,0,0,50,0,0,0,0,417.195264636474,20230519,,,
130083,4060188500,4060068300,4060068400,1,107,000,-,사계신항로17번길,0,0,0,40,0,0,0,0,52.022864347566,20230519,,,
130084,4060182101,4060027900,4060063902,1,107,000,-,서호중로,0,0,0,30,0,0,0,0,337.19690554903,20230519,,,
130085,4060195100,4060065400,4060065800,1,107,000,-,에듀시티로240번길,0,0,0,30,0,0,0,0,349.616318974848,20230519,,,
130222,4060269100,4060085100,4060171800,1,107,000,-,신천동로,0,0,0,50,0,0,0,0,587.941870895781,20230519,,,
130223,4060449900,4060167800,4060168200,1,107,000,-,표선중앙로117번길,0,0,0,30,0,0,0,0,212.199539062761,20230519,,,
130326,4060499500,4060164000,4060164500,1,106,000,1119,서성일로,0,0,0,60,0,0,0,0,398.697214874298,20230519,,,
130332,4050386700,4050152500,4050152400,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,23.908231428344,20230519,,,
130415,4050192701,4050062400,4050062401,2,107,000,-,용해로,0,0,0,50,0,0,0,0,128.225565654759,20230519,,,
130419,4050006708,4050004002,4050004003,2,106,000,1136,아봉로,0,0,0,30,0,0,0,0,281.797212325029,20230519,,,
130455,4060044200,4060021300,4060021000,2,107,000,-,중정로,0,0,0,30,0,0,0,0,190.014245391412,20230519,,,
130490,4060475700,4060164800,4060162500,2,105,000,97,번영로,0,0,0,70,0,0,0,0,2476.04742669091,20230519,,,
130518,4050506800,4050160800,4050163400,2,106,000,1136,중산간서로,0,0,0,70,0,0,0,0,1053.65151970342,20230519,,,
130583,4060431700,4060141500,4060141700,1,107,000,-,남조로,0,0,0,50,0,0,0,0,182.288983647263,20230519,,,
130632,4060533601,4060186201,4060186301,1,107,000,-,-,0,0,0,30,0,0,0,0,130.851846728271,20230519,도로명없음,,
130669,4060019000,4060008900,4060009000,1,107,002,-,존제로10번길,0,0,0,40,0,0,0,0,32.274627372523,20230519,,,
130674,4050180002,4050058801,4050058800,2,107,000,-,용해로,0,0,0,50,0,0,0,0,153.663161540856,20230519,,,
130701,4050330300,4050092300,4050092700,1,107,000,-,남광로4길,0,0,0,30,0,0,0,0,218.878760575489,20230519,,,
130993,4050141500,4050047000,4050047800,1,107,000,-,오복1길,0,0,0,30,0,0,0,0,110.53322829623,20230519,,,
131002,4060177900,4060062200,4060025100,2,107,000,-,신서로,0,0,0,30,0,0,0,0,281.42185688889,20230519,,,
131176,4060330400,4060111200,4060112900,1,107,000,-,화순서서로,0,0,0,50,0,0,0,0,1587.05258285749,20230519,,,
131199,4050598500,4050186300,4050185300,1,107,000,-,함덕26길,0,0,0,30,0,0,0,0,224.080027679884,20230519,,,
131200,4050608300,4050197500,4050197300,2,106,000,1132,일주동로,0,0,0,70,0,0,0,0,166.83135894687,20230519,,,
131202,4060011000,4060005600,4060005100,1,107,000,-,효돈로,0,0,0,50,0,0,0,0,489.14462958392,20230519,,,
131205,4060199200,4060105600,4060067000,1,107,000,-,글로벌에듀로145번길,0,0,0,30,0,0,0,0,736.917871295338,20230519,,,
131209,4050559500,4050198900,4050196700,1,107,000,-,덕평로,0,0,0,50,0,0,0,0,2642.80056298671,20230519,,,
131336,4060010104,4060004803,4060004804,2,106,003,1136,중산간동로,0,0,0,30,0,0,0,0,22.588499879101,20230519,,,
131411,4060007502,4060003901,4060003900,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,231.63263857982,20230519,,,
131450,4050079100,4050029300,4050028800,1,107,000,-,정존7길,0,0,0,40,0,0,0,0,60.207676009348,20230519,,,
131457,4050160600,4050054000,4050052700,1,107,000,-,연수로,0,0,0,50,0,0,0,0,178.099474364202,20230519,,,
131458,4050161300,4050055600,4050052900,1,107,000,-,한천로,0,0,0,50,0,0,0,0,245.030031217046,20230519,,,
131459,4050163002,4050053500,4050055300,1,107,000,-,도두항서길,0,0,0,50,0,0,0,0,107.099740081914,20230519,,,
131512,4060122800,4060015100,4060022600,1,107,000,-,월평하원로,0,0,0,40,0,0,0,0,1329.45639509604,20230519,,,
131569,4050479600,4050169000,4050169100,2,106,003,1135,평화로,0,0,0,80,0,0,0,0,23.227796454132,20230519,,,
131728,4050118500,4050040400,4050041600,1,107,000,-,다랑곶4길,0,0,0,50,0,0,0,0,127.332533143102,20230519,,,
131729,4050136100,4050045600,4050048900,2,107,000,-,승천로,0,0,0,50,0,0,0,0,406.567028765429,20230519,,,
131730,4050137300,4050010700,4050046400,1,107,000,-,고산동산5길,0,0,0,50,0,0,0,0,78.794665959984,20230519,,,
131739,4050191202,4050061901,4050061900,2,107,000,-,동문로,0,0,0,60,0,0,0,0,108.551697612874,20230519,,,
131740,4050176900,4050058500,4050057900,1,107,000,-,서해안로,0,0,0,50,0,0,0,0,427.227117238516,20230519,,,
131741,4050197800,4050065000,4050063900,1,107,000,-,선반로12길,0,0,0,30,0,0,0,0,73.212948251984,20230519,,,
131742,4050204502,4050066401,4050066400,3,107,000,-,연삼로,0,0,0,50,0,0,0,0,156.485232819452,20230519,,,
131743,4050247000,4050098500,4050004003,1,107,000,-,인다2길,0,0,0,30,0,0,0,0,380.134928015907,20230519,,,
132309,4050182700,4050059600,4050064600,1,107,000,-,서문로5길,0,0,0,30,0,0,0,0,387.351486775674,20230519,,,
132310,4050182300,4050059500,4050060600,2,107,000,-,화남로,0,0,0,30,0,0,0,0,109.149973306324,20230519,,,
132311,4050184600,4050060100,4050061100,1,107,000,-,용담로,0,0,0,30,0,0,0,0,184.813635837032,20230519,,,
132312,4050182000,4050066100,4050059400,2,107,000,-,용한로,0,0,0,60,0,0,0,0,551.763269686002,20230519,,,
132365,4060011707,4060006704,4060006707,2,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,696.946003338276,20230519,,,
132366,4060011703,4060006703,4060006704,2,106,003,1136,중산간서로,0,0,0,50,0,0,0,0,45.804669760895,20230519,,,
132426,4050268800,4050109200,4050108000,1,107,000,-,도련길,0,0,0,50,0,0,0,0,50.763905137799,20230519,,,
132463,4060020605,4060010605,4060010604,1,106,000,1115,산록남로,0,0,0,60,0,0,0,0,802.877767933292,20230519,,,
132665,4050249700,4050098100,4050099900,1,107,000,-,-,0,0,0,30,0,0,0,0,91.817504456479,20230519,도로명없음,,
132682,4060046100,4060037600,4060039600,1,107,000,-,신서로122번길,0,0,0,30,0,0,0,0,86.46008637491,20230519,,,
132814,4050566500,4050188700,4050190200,1,107,000,-,북선로,0,0,0,50,0,0,0,0,753.748999078694,20230519,,,
132933,4050006401,4050003302,4050003100,2,106,000,1136,아연로,0,0,0,50,0,0,0,0,163.904242621949,20230519,,,
132954,4060249700,4060010304,4060047701,1,107,000,-,토평공단로106번길,0,0,0,50,0,0,0,0,964.62597192536,20230519,,,
132956,4060304300,4060107700,4060108100,1,107,000,-,사계로,0,0,0,50,0,0,0,0,598.269377394432,20230519,,,
133105,4060028600,4060032600,4060031700,1,107,000,-,신동로67번길,0,0,0,30,0,0,0,0,36.312930731064,20230519,,,
133107,4060010407,4060006907,4060006906,2,106,003,1136,중산간서로,0,0,0,60,0,0,0,0,23.019406073314,20230519,,,
133247,4060524200,4060180400,4060180800,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,939.077971926914,20230519,,,
133407,4050329200,4050092800,4050092700,1,107,000,-,구남동1길,0,0,0,30,0,0,0,0,171.959837521526,20230519,,,
133511,4050208302,4050014701,4050069000,1,107,000,-,진서로,0,0,0,50,0,0,0,0,246.661843179092,20230519,,,
133896,4050373900,4050116800,4050117300,1,107,000,-,고산로1길,0,0,0,30,0,0,0,0,336.341273179012,20230519,,,
133898,4060257100,4060083200,4060151200,1,107,000,-,-,0,0,0,50,0,0,0,0,59.800770833118,20230519,도로명없음,,
133920,4060122705,4060013502,4060013503,1,107,000,-,이어도로,0,0,0,50,0,0,0,0,162.667508705767,20230519,,,
133946,4050281000,4050202100,4050115400,1,107,000,-,평대동길,0,0,0,40,0,0,0,0,1129.01430362709,20230519,,,
133949,4050394300,4050119000,4050118900,1,107,000,-,두신로,0,0,0,30,0,0,0,0,26.525482548441,20230519,,,
133971,4050600700,4050183800,4050184700,1,107,000,-,신북로,0,0,0,30,0,0,0,0,298.578541273817,20230519,,,
134066,4050096002,4050033601,4050033600,1,107,000,-,정존13길,0,0,0,40,0,0,0,0,56.997097819081,20230519,,,
134232,4060223600,4060075200,4060063701,1,107,000,-,새왓로41번길,0,0,0,40,0,0,0,0,123.448157968225,20230519,,,
134234,4060341200,4060111200,4060113000,1,107,000,-,중산간서로1813번길,0,0,0,50,0,0,0,0,1973.56653813495,20230519,,,
134236,4060368600,4060131000,4060130200,1,107,000,-,위미항구로121번길,0,0,0,10,0,0,0,0,748.982016508906,20230519,,,
134237,4060411600,4060109600,4060107400,1,107,000,-,녹차분재로,0,0,0,40,0,0,0,0,1267.09933641477,20230519,,,
134238,4060424100,4060121200,4060121300,1,107,000,-,상천로,0,0,0,50,0,0,0,0,2195.34159854986,20230519,,,
134239,4060478200,4060145100,4060153400,1,107,000,-,녹산로,0,0,0,60,0,0,0,0,5967.21434106116,20230519,,,
134256,4050366400,4050124300,4050124600,1,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,246.566709713978,20230519,,,
134268,4060519400,4060182300,4060182500,1,107,000,-,고성오조로,0,0,0,30,0,0,0,0,36.766758583374,20230519,,,
134283,4050038302,4050074900,4050017400,1,107,000,-,곰방매길,0,0,0,10,0,0,0,0,546.610717887117,20230519,,,
134289,4050133703,4050045001,4050045002,2,107,000,-,연신로,0,0,0,60,0,0,0,0,159.976413271262,20230519,,,
134291,4050179200,4050062100,4050013800,2,107,000,-,동광로23길,0,0,0,50,0,0,0,0,372.86446770792,20230519,,,
134292,4050167000,4050057300,4050054600,2,107,000,-,천수동로,0,0,0,50,0,0,0,0,541.396934439523,20230519,,,
134385,4050417000,4050156700,4050156600,1,107,000,-,어림비로,0,0,0,50,0,0,0,0,59.506736131977,20230519,,,
134402,4050165600,4050055800,4050054200,1,107,000,-,도공로,0,0,0,50,0,0,0,0,108.989636171785,20230519,,,
134428,4060222800,4060073400,4060000805,1,107,000,-,도순북로,0,0,0,50,0,0,0,0,414.876276067706,20230519,,,
134558,4060530900,4060178300,4060177600,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,1398.2985067599,20230519,,,
134628,4060483400,4060160400,4060160800,1,107,000,-,성읍민속로,0,0,0,30,0,0,0,0,133.21371434824,20230519,,,
134643,4060394200,4060091500,4060091600,1,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,29.393224850969,20230519,,,
134730,4060287800,4060101900,4060101600,2,107,000,-,송악관광로,0,0,0,60,0,0,0,0,252.104128963473,20230519,,,
134731,4060326500,4060092000,4060092300,1,107,000,-,일주서로3000번길,0,0,0,50,0,0,0,0,194.303281138795,20230519,,,
134732,4060309700,4060114500,4060114300,1,107,000,-,화순해안로,0,0,0,30,0,0,0,0,242.902256089183,20230519,,,
134809,4060393700,4060150600,4060149500,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,477.321276968507,20230519,,,
134859,4050297600,4050084600,4050044300,1,107,000,-,오도5길,0,0,0,50,0,0,0,0,274.575197167655,20230519,,,
134998,4050411800,4050145600,4050144300,1,107,000,-,광산로,0,0,0,50,0,0,0,0,467.894487355753,20230519,,,
135023,4060434900,4060148500,4060148100,1,107,000,-,태신로,0,0,0,50,0,0,0,0,842.302267338045,20230519,,,
135024,4060484600,4060161500,4060160400,1,107,000,-,성읍정의현로,0,0,0,30,0,0,0,0,535.373845569157,20230519,,,
135032,4050416500,4050124800,4050123400,2,106,000,1132,일주서로,0,0,0,70,0,0,0,0,996.583112705877,20230519,,,
135040,4050476500,4050167300,4050168600,1,107,000,-,항몽로,0,0,0,50,0,0,0,0,1401.23047379388,20230519,,,
135090,4060005700,4060001600,4060003100,2,106,000,1132,일주동로,0,0,0,70,0,0,0,0,886.302602104423,20230519,,,
135107,4050135700,4050045500,4050049100,2,107,000,-,서광로2길,0,0,0,30,0,0,0,0,411.344038318624,20230519,,,
135123,4050139600,4050046400,4050047500,1,107,000,-,고산동산5길,0,0,0,30,0,0,0,0,111.556080439431,20230519,,,
135140,4050356300,4050105600,4050106300,1,107,000,-,-,0,0,0,40,0,0,0,0,110.332238945321,20230519,도로명없음,,
135171,4050064600,4050025800,4050024800,1,107,000,-,정존9길,0,0,0,40,0,0,0,0,53.247967291358,20230519,,,
135172,4050073500,4050027300,4050028000,1,107,000,-,수덕9길,0,0,0,40,0,0,0,0,60.601458970541,20230519,,,
135173,4050088900,4050031500,4050035600,2,107,000,-,신광로,0,0,0,50,0,0,0,0,226.579004568883,20230519,,,
135176,4050145400,4050050000,4050048200,1,107,000,-,정든로,0,0,0,30,0,0,0,0,236.447067586179,20230519,,,
135198,4060015100,4060006800,4060007400,2,106,000,1136,중산간서로,0,0,0,80,0,0,0,0,399.588971258287,20230519,,,
135199,4060018003,4060007803,4060007802,1,106,000,1136,중산간동로,0,0,0,30,0,0,0,0,137.177949105916,20230519,,,
135200,4060021300,4060010000,4060010100,1,106,003,1115,산록남로,0,0,0,60,0,0,0,0,75.256460163072,20230519,,,
135311,4050314300,4050089400,4050089500,2,107,000,-,청사로,0,0,0,60,0,0,0,0,361.249904831852,20230519,,,
135331,4060056603,4060023200,4060023201,1,107,000,-,예래로,0,0,0,40,0,0,0,0,464.998484921528,20230519,,,
135332,4060058400,4060024200,4060025600,2,107,000,-,동홍로,0,0,0,50,0,0,0,0,64.582018673226,20230519,,,
135333,4060059302,4060022401,4060028400,2,107,000,-,태평로,0,0,0,30,0,0,0,0,107.420069010839,20230519,,,
135334,4060060400,4060041300,4060041400,1,107,000,-,신서로102번길,0,0,0,30,0,0,0,0,39.422853513924,20230519,,,
135335,4060073300,4060027000,4060024900,1,107,000,-,김정문화로41번길,0,0,0,50,0,0,0,0,97.568382887396,20230519,,,
135336,4060077504,4060016903,4060016901,2,107,000,-,중앙로,0,0,0,50,0,0,0,0,210.758548934526,20230519,,,
135337,4060082000,4060001700,4060028100,1,107,000,-,문부로11번길,0,0,0,50,0,0,0,0,57.841116975865,20230519,,,
135338,4060086100,4060031900,4060036700,2,107,000,-,동홍로,0,0,0,50,0,0,0,0,109.620862281915,20230519,,,
135411,4060089202,4060015001,4060016300,1,107,000,-,칠십리로,0,0,0,40,0,0,0,0,547.380930132329,20230519,,,
135412,4060183500,4060003501,4060079800,1,107,000,-,효돈순환로,0,0,0,50,0,0,0,0,245.187401247462,20230519,,,
135451,4060391000,4060148800,4060148900,2,106,003,1132,일주동로,0,0,0,60,0,0,0,0,95.257799544859,20230519,,,
135464,4050502400,4050154900,4050152300,2,106,000,1136,중산간서로,0,0,0,70,0,0,0,0,1245.17030231371,20230519,,,
135606,4050415000,4050156300,4050156600,1,106,000,1135,지방도1135호선,0,0,0,50,0,0,0,0,446.601922124449,20230519,,,
135608,4060171900,4060060500,4060060600,1,107,000,-,무주왓로,0,0,0,60,0,0,0,0,1066.99082337466,20230519,,,
135609,4060179500,4060030100,4060063000,1,107,000,-,신동로,0,0,0,30,0,0,0,0,289.714639798377,20230519,,,
135610,4060216500,4060072000,4060072100,1,107,000,-,중문로81번길,0,0,0,50,0,0,0,0,110.174632313313,20230519,,,
135746,4060459900,4060156900,4060155200,1,107,000,-,토산세화로119번길,0,0,0,50,0,0,0,0,1283.05214011058,20230519,,,
135775,4050314900,4050089600,4050089700,2,107,000,-,복지로1길,0,0,0,50,0,0,0,0,88.722945489524,20230519,,,
135882,4060297100,4060100800,4060100700,2,106,000,1132,일주서로,0,0,0,30,0,0,0,0,370.317129344656,20230519,,,
135904,4050013500,4050006600,4050006400,3,106,000,1139,도령로,0,0,0,50,0,0,0,0,150.636267860637,20230519,,,
135927,4060313300,4060111800,4060111700,1,107,000,-,화순로,0,0,0,50,0,0,0,0,51.217429649617,20230519,,,
136053,4060372800,4060139400,4060139300,1,107,000,-,남원체육관로221번길,0,0,0,50,0,0,0,0,83.785698639525,20230519,,,
136109,4060001304,4060000803,4060000804,3,106,003,1132,일주서로,0,0,0,70,0,0,0,0,44.226435254741,20230519,,,
136149,4060236600,4060068800,4060068600,1,107,000,-,사계신항로39번길,0,0,0,40,0,0,0,0,47.980841786218,20230519,,,
136304,4050570200,4050175000,4050175600,1,107,000,-,신조로,0,0,0,50,0,0,0,0,770.659744827807,20230519,,,
136305,4050571100,4050205000,4050204900,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,59.033736005368,20230519,,,
136308,4050569400,4050180500,4050180400,1,107,000,-,함대로,0,0,0,50,0,0,0,0,119.448925441839,20230519,,,
136767,4050031701,4050015700,4050015701,3,106,000,1132,일주동로,0,0,0,50,0,0,0,0,58.820748889017,20230519,,,
136833,4060246200,4060080000,4060005203,1,107,000,-,하신상로68번길,0,0,0,40,0,0,0,0,405.107064993302,20230519,,,
136834,4060237600,4060070800,4060007300,1,107,000,-,상예로,0,0,0,50,0,0,0,0,1518.61357517462,20230519,,,
136870,4050091700,4050032700,4050032200,1,107,000,-,정존11길,0,0,0,40,0,0,0,0,49.235983514909,20230519,,,
136945,4050053700,4050023000,4050021700,3,107,000,-,연북로,0,0,0,70,0,0,0,0,451.699983817569,20230519,,,
137012,4060383300,4060147300,4060147200,2,106,003,1132,일주동로,0,0,0,60,0,0,0,0,49.231315565866,20230519,,,
137015,4050135300,4050045400,4050046000,3,107,000,-,오남로,0,0,0,60,0,0,0,0,112.702796407563,20230519,,,
137038,4060046500,4060039400,4060039500,1,107,000,-,신북로,0,0,0,30,0,0,0,0,38.180093516921,20230519,,,
137161,4050165800,4050054400,4050054300,2,107,000,-,용문로,0,0,0,60,0,0,0,0,176.968728121862,20230519,,,
137168,4050136601,4050045700,4050045701,1,107,000,-,오일장중길,0,0,0,50,0,0,0,0,489.211482808745,20230519,,,
137169,4050144300,4050047900,4050048400,1,107,000,-,고산동산3길,0,0,0,30,0,0,0,0,64.877236036206,20230519,,,
137186,4050251200,4050100000,4050099900,1,107,000,-,-,0,0,0,30,0,0,0,0,151.109797917313,20230519,도로명없음,,
137189,4050167900,4050054800,4050055700,1,107,000,-,도공로,0,0,0,50,0,0,0,0,35.088418589735,20230519,,,
137305,4050213500,4050069800,4050070000,1,107,000,-,원당로5길,0,0,0,30,0,0,0,0,60.420320923817,20230519,,,
137310,4050278600,4050114800,4050114700,1,107,000,-,일주동로,0,0,0,50,0,0,0,0,185.679285268724,20230519,,,
137318,4050318900,4050090200,4050090600,1,107,000,-,구남로2길,0,0,0,30,0,0,0,0,125.898730829752,20230519,,,
137384,4050599200,4050177500,4050177900,1,107,000,-,신북로,0,0,0,50,0,0,0,0,127.746656743438,20230519,,,
137394,4060010312,4060006911,4060006912,2,106,000,1136,중산간서로,0,0,0,60,0,0,0,0,695.899035593047,20230519,,,
137404,4050595900,4050184100,4050185400,2,107,000,-,일주동로,0,0,0,30,0,0,0,0,290.923398575143,20230519,,,
137444,4060329400,4060119900,4060119500,2,106,000,1132,일주서로,0,0,0,50,0,0,0,0,166.887030849551,20230519,,,
137445,4060342000,4060111200,4060110400,1,107,000,-,화순서서로,0,0,0,50,0,0,0,0,946.389718484817,20230519,,,
137447,4050576700,4050203800,4050204500,1,107,000,-,구좌로,0,0,0,30,0,0,0,0,189.439898403969,20230519,,,
137509,4060248700,4060086100,4060174400,1,107,000,-,시흥상동로53번길,0,0,0,50,0,0,0,0,1171.00666871811,20230519,,,
