,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,C-ITS,LENGTH,UPDATEDATE,REMARK,HIST_TYPE,HISTREMARK
92,4060004300,4060001600,4060002000,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,119.578782386668,20230519,,,
108,4050567300,4050207400,4050207600,1,107,000,-,해맞이해안로,0,0,0,50,0,0,0,0,1345.80115288943,20230519,,,
145,4050554500,4050199500,4050199700,1,107,000,-,다랑쉬북로,0,0,0,50,0,0,0,0,376.124453201134,20230519,,,
463,4060260400,4060151500,4060083200,1,107,000,-,태위로,0,0,0,50,0,0,0,0,185.657975325916,20230519,,,
478,4060445100,4060170700,4060170600,1,107,000,-,표선당포로,0,0,0,30,0,0,0,0,167.85914612379,20230519,,,
635,4050206003,4050067001,4050067002,1,107,000,-,서해안로,0,0,0,40,0,0,0,0,82.855375905433,20230519,,,
651,4060300500,4060107900,4060107600,1,107,000,-,산방로,0,0,0,30,0,0,0,0,72.420595651004,20230519,,,
653,4060430800,4060136600,4060136300,1,106,000,1136,한신로,0,0,0,30,0,0,0,0,93.311510269273,20230519,,,
678,4050018601,4050009000,4050009001,2,106,000,1132,일주서로,0,0,0,60,0,0,0,0,143.724348554535,20230519,,,
679,4050596900,4050185400,4050185600,2,107,000,-,일주동로,0,0,0,60,0,0,0,0,53.772678824703,20230519,,,
731,4060406300,4060150700,4060153000,1,107,000,-,태신삼석로,0,0,0,50,0,0,0,0,2976.74485564659,20230519,,,
732,4060412500,4060144900,4060143700,1,107,000,-,남조로,0,0,0,50,0,0,0,0,860.705003229512,20230519,,,
734,4060446900,4060133100,4060130000,1,107,000,-,서성로651번길,0,0,0,50,0,0,0,0,1615.85649093033,20230519,,,
743,4060521200,4060182800,4060184100,1,107,000,-,고성동서로,0,0,0,30,0,0,0,0,501.169123110328,20230519,,,
857,4050535500,4050155100,4050155200,1,107,000,-,신용로,0,0,0,40,0,0,0,0,63.937372536862,20230519,,,
898,4050180404,4050058902,4050058901,3,107,000,-,서사로,0,0,0,60,0,0,0,0,124.838845748451,20230519,,,
900,4050180403,4050060900,4050058902,3,107,000,-,서사로,0,0,0,60,0,0,0,0,105.746304519354,20230519,,,
1104,4050181802,4050059401,4050060100,1,107,000,-,용담로,0,0,0,50,0,0,0,0,104.171373100628,20230519,,,
1124,4050429700,4050158000,4050157800,1,106,000,1135,평화로,1,0,1,40,0,0,0,0,384.953371830543,20230519,,,
1165,4060394700,4060104800,4060104600,1,107,000,-,에듀시티로,0,0,0,30,0,0,0,0,264.603085767158,20230519,,,
1167,4060495500,4060159700,4060160000,1,107,000,-,성읍정의현로122번길,0,0,0,30,0,0,0,0,53.387945096845,20230519,,,
1701,4050257700,4050079102,4050103800,1,107,000,-,화삼북로,0,0,0,30,0,0,0,0,63.49988701735,20230519,,,
1769,4060285900,4060100600,4060100300,2,107,000,-,상모로273번길,0,0,0,50,0,0,0,0,556.329720185885,20230519,,,
1773,4050597700,4050177500,4050177300,1,107,000,-,신북로,0,0,0,30,0,0,0,0,223.260969358665,20230519,,,
1801,4060285800,4060100300,4060100600,2,107,000,-,상모로273번길,0,0,0,50,0,0,0,0,575.181786827527,20230519,,,
1806,4050352300,4050098900,4050099100,1,107,000,-,아란4길,0,0,0,30,0,0,0,0,575.772190244762,20230519,,,
2009,4060522900,4060182100,4060182000,1,107,000,-,고성오조로,0,0,0,30,0,0,0,0,107.845081558725,20230519,,,
2148,4060045600,4060039400,4060037400,1,107,000,-,신동로67번길,0,0,0,30,0,0,0,0,86.26830145186,20230519,,,
2184,4050617801,4050209101,4050056400,2,107,000,-,-,0,0,0,70,0,0,0,0,181.442927197112,20230519,도로명없음,,
2265,4050261500,4050105200,4050105400,1,107,000,-,진서로,0,0,0,50,0,0,0,0,113.316288587146,20230519,,,
2281,4050293500,4050082800,4050167600,1,107,000,-,하귀9길,0,0,0,30,0,0,0,0,357.12788672413,20230519,,,
2361,4060254300,4060081800,4060128900,1,107,000,-,신례로,0,0,0,50,0,0,0,0,902.400387444444,20230519,,,
2368,4060252400,4060136200,4060135600,1,107,000,-,서성로810번길,0,0,0,50,0,0,0,0,1304.70669014873,20230519,,,
2621,4060077601,4060020200,4060016901,2,107,000,-,중앙로,0,0,0,50,0,0,0,0,80.525704603479,20230519,,,
2677,4060243600,4060078500,4060007002,1,107,000,-,중산간동로7929번길,0,0,0,50,0,0,0,0,222.259942960923,20230519,,,
2678,4060252200,4060146100,4060083000,1,107,000,-,-,0,0,0,40,0,0,0,0,219.150596716136,20230519,도로명없음,,
2681,4060397900,4060132500,4060131900,1,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,432.785638989143,20230519,,,
2697,4050558200,4050179000,4050176800,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,1501.60289109294,20230519,,,
2847,4060488500,4060163000,4060161000,1,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,354.495116827475,20230519,,,
2884,4050268600,4050109100,4050108100,1,107,000,-,도련4길,0,0,0,50,0,0,0,0,37.086138511409,20230519,,,
2920,4060225600,4060063901,4060063501,1,107,000,-,서호중앙로,0,0,0,40,0,0,0,0,279.104719867651,20230519,,,
2921,4060227400,4060076400,4060019500,2,107,000,-,정방로,0,0,0,50,0,0,0,0,135.47734688887,20230519,,,
2985,4060057501,4060021000,4060021001,2,107,000,-,태평로,0,0,0,50,0,0,0,0,139.537301821672,20230519,,,
2995,4060139100,4060016400,4060020800,1,107,000,-,남성중로,0,0,0,40,0,0,0,0,524.243421926253,20230519,,,
3010,4060247900,4060083100,4060154400,1,107,000,-,태신해안로,0,0,0,30,0,0,0,0,1838.65816220041,20230519,,,
3019,4060303500,4060109700,4060109500,1,107,000,-,사계로114번길,0,0,0,30,0,0,0,0,352.96162556857,20230519,,,
3025,4050419500,4050157300,4050157000,1,106,000,1117,산록서로,1,0,1,40,0,0,0,0,244.72224431218,20230519,,,
3047,4060311800,4060101100,4060103100,1,107,000,-,대한로140번길,0,0,0,50,0,0,0,0,1173.63126956744,20230519,,,
3053,4060311500,4060115900,4060115800,1,107,000,-,화순중앙로,0,0,0,30,0,0,0,0,306.880077312123,20230519,,,
3054,4060320000,4060113600,4060113800,1,107,000,-,화순서서로,0,0,0,50,0,0,0,0,97.810146979526,20230519,,,
3055,4060387100,4060127900,4060128100,1,107,000,-,신례동로,0,0,0,50,0,0,0,0,440.884341692308,20230519,,,
3057,4060416300,4060158200,4060157600,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,374.201636399476,20230519,,,
3084,4060414500,4060111400,4060110700,2,107,000,-,신화역사로304번길,0,0,0,40,0,0,0,0,1008.79859261735,20230519,,,
3174,4060042502,4060017501,4060017500,1,107,000,-,태평로442번길,0,0,0,50,0,0,0,0,66.713824915963,20230519,,,
3175,4060042800,4060019500,4060021300,2,107,000,-,정방로,0,0,0,60,0,0,0,0,192.829914225105,20230519,,,
3179,4060120600,4060046600,4060046100,1,107,000,-,토평공단로127번길,0,0,0,50,0,0,0,0,112.952562987178,20230519,,,
3205,4060463100,4060171000,4060171100,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,110.637572764898,20230519,,,
3222,4050373000,4050117800,4050117300,1,107,000,-,고락로,0,0,0,50,0,0,0,0,235.825089693346,20230519,,,
3423,4050370300,4050118000,4050119200,2,107,000,-,칠전로,0,0,0,50,0,0,0,0,249.596939131248,20230519,,,
3481,4060017603,4060008400,4060008602,2,106,000,1136,중산간서로,0,0,0,80,0,0,0,0,118.969506224977,20230519,,,
3490,4050152900,4050050700,4050051600,1,107,000,-,태성로,0,0,0,50,0,0,0,0,240.13830145756,20230519,,,
3491,4050177900,4050058100,4050058900,2,107,000,-,서사로,0,0,0,50,0,0,0,0,128.415347606987,20230519,,,
3565,4060459700,4060154500,4060155200,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,870.771460443107,20230519,,,
3566,4060479900,4060170200,4060170300,1,107,000,-,삼달신풍로,0,0,0,50,0,0,0,0,263.96647354118,20230519,,,
3574,4050403600,4050127300,4050127900,1,107,000,-,금능농공길,0,0,0,50,0,0,0,0,501.437949977662,20230519,,,
3625,4060179702,4060062901,4060063200,1,107,000,-,서호남로,0,0,0,40,0,0,0,0,126.06056486911,20230519,,,
3681,4060435800,4060141800,4060142000,1,106,000,1136,남조로,0,0,0,60,0,0,0,0,126.868446000327,20230519,,,
3735,4050238100,4050106100,4050106500,1,107,000,-,봉개6길,0,0,0,30,0,0,0,0,34.423024014151,20230519,,,
3952,4050110204,4050037902,4050037901,2,107,000,-,오남로,0,0,0,50,0,0,0,0,128.933830762526,20230519,,,
3953,4050173500,4050056700,4050056900,1,107,000,-,도공로,0,0,0,50,0,0,0,0,101.842128113297,20230519,,,
3954,4050183902,4050078300,4050078200,3,107,000,-,동화로,0,0,0,50,0,0,0,0,343.809862451556,20230519,,,
3969,4050420000,4050122700,4050123500,1,107,000,-,한림로,0,0,0,50,0,0,0,0,225.935769172048,20230519,,,
4058,4060493300,4060161600,4060160900,1,107,000,-,서성일로10번길,0,0,0,30,0,0,0,0,53.010366088303,20230519,,,
4066,4060514400,4060178700,4060176900,1,107,000,-,서성일로1105번길,0,0,0,30,0,0,0,0,742.528102963504,20230519,,,
4067,4060524400,4060182400,4060181900,1,107,000,-,고성오조로,0,0,0,10,0,0,0,0,140.903452790177,20230519,,,
4093,4060287400,4060098900,4060099100,1,107,000,-,신영로94번길,0,0,0,50,0,0,0,0,124.611903781293,20230519,,,
4181,4060115100,4060011103,4060011104,2,107,000,-,516로,1,0,0,60,0,0,0,0,265.218958074178,20230519,,,
4232,4050178106,4050058203,4050058201,3,107,000,-,연삼로,0,0,0,60,0,0,0,0,100.910623549003,20230519,,,
4236,4050191102,4050061901,4050062200,2,107,000,-,동문로,0,0,0,50,0,0,0,0,107.348331379514,20230519,,,
4273,4050037900,4050017400,4050017300,1,107,000,-,제주대학로,0,0,0,50,0,0,0,0,618.40876178284,20230519,,,
4284,4050262800,4050106600,4050106000,1,107,000,-,-,0,0,0,40,0,0,0,0,91.436613053502,20230519,도로명없음,,
4285,4050296300,4050020800,4050083900,1,107,000,-,월산북길,0,0,0,40,0,0,0,0,591.080316209204,20230519,,,
4292,4050064200,4050025100,4050024700,2,107,000,-,우평로,0,0,0,50,0,0,0,0,164.67180071122,20230519,,,
4293,4050066700,4050025900,4050025600,1,107,000,-,원노형남2길,0,0,0,40,0,0,0,0,163.29349725642,20230519,,,
4294,4050083700,4050030100,4050030400,1,107,000,-,정존11길,0,0,0,30,0,0,0,0,38.042189597647,20230519,,,
4296,4050165500,4050054200,4050055800,1,107,000,-,도공로,0,0,0,50,0,0,0,0,107.413837279006,20230519,,,
4306,4050121600,4050043900,4050041300,1,107,000,-,월랑북길,0,0,0,30,0,0,0,0,242.912481941511,20230519,,,
4307,4050129400,4050043500,4050043800,3,107,000,-,연삼로,0,0,0,50,0,0,0,0,264.372524679669,20230519,,,
4308,4050133803,4050048700,4050045002,2,107,000,-,연신로,0,0,0,60,0,0,0,0,244.440742619498,20230519,,,
4321,4050156400,4050052500,4050051500,2,107,000,-,고마로,0,0,0,50,0,0,0,0,176.031824820089,20230519,,,
4322,4050163600,4050055200,4050053600,1,107,000,-,도두항서7길,0,0,0,50,0,0,0,0,110.930076314908,20230519,,,
4323,4050174601,4050057100,4050057101,2,107,000,-,삼성로,0,0,0,50,0,0,0,0,86.275652212824,20230519,,,
4324,4050208102,4050068001,4050068000,1,107,000,-,탑동해안로,0,0,0,30,0,0,0,0,118.337906917069,20230519,,,
4438,4050440600,4050136800,4050138800,1,107,000,-,장원남동길,0,0,0,50,0,0,0,0,940.06969547097,20230519,,,
4444,4050485500,4050163900,4050163800,1,107,000,-,유수암평화길,0,0,0,50,0,0,0,0,33.933514687728,20230519,,,
4692,4060278500,4060100300,4060099900,2,107,000,-,최남단해안로125번길,0,0,0,50,0,0,0,0,860.265443364458,20230519,,,
4741,4060240500,4060063903,4060075600,1,107,000,-,새왓로17번길,0,0,0,40,0,0,0,0,82.859395817731,20230519,,,
4742,4060394500,4060090800,4060091500,1,107,000,-,칠전로,0,0,0,50,0,0,0,0,860.375489775152,20230519,,,
4760,4060493900,4060161900,4060162300,1,107,000,-,서성일로10번길,0,0,0,30,0,0,0,0,43.076404704903,20230519,,,
4761,4050198200,4050064400,4050064100,1,107,000,-,선반로2길,0,0,0,30,0,0,0,0,126.605680007992,20230519,,,
4767,4060098509,4060024002,4060024006,1,107,000,-,중문로,0,0,0,50,0,0,0,0,182.530537173605,20230519,,,
4769,4060095402,4060043501,4060044000,1,107,000,-,신효중앙로,0,0,0,50,0,0,0,0,271.723960179988,20230519,,,
4798,4050069500,4050026400,4050027200,1,107,000,-,정존1길,0,0,0,40,0,0,0,0,59.178172848274,20230519,,,
4861,4050442500,4050129500,4050129600,2,107,000,-,한림해안로,0,0,0,50,0,0,0,0,106.688424623525,20230519,,,
4864,4050315500,4050023001,4050089100,2,107,000,-,복지로,0,0,0,50,0,0,0,0,135.837712441383,20230519,,,
4989,4050422800,4050124500,4050124900,1,107,000,-,한림로,0,0,0,50,0,0,0,0,335.771412756987,20230519,,,
4995,4050492300,4050170400,4050170700,1,107,000,-,하광로,0,0,0,40,0,0,0,0,333.186139065334,20230519,,,
5074,4050509000,4050181100,4050181200,1,106,000,1118,지방도1118호선,0,0,0,50,0,0,0,0,36.819998414767,20230519,,,
5075,4050515200,4050143800,4050145700,1,107,000,-,애월로,0,0,0,50,0,0,0,0,895.842496602781,20230519,,,
5123,4050109300,4050037600,4050037700,1,107,000,-,우정로7길,0,0,0,50,0,0,0,0,155.9344643259,20230519,,,
5215,4060397100,4060151800,4060151200,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,366.006975381653,20230519,,,
5307,4060140904,4060039902,4060039901,2,107,000,-,동홍로,0,0,0,50,0,0,0,0,167.506090743163,20230519,,,
5341,4060290300,4060095200,4060095400,1,107,000,-,신영로,0,0,0,40,0,0,0,0,235.724722271862,20230519,,,
5342,4060295500,4060101400,4060101200,1,107,000,-,송악관광로,0,0,0,50,0,0,0,0,144.750132131258,20230519,,,
5343,4060295700,4060100700,4060101200,1,107,000,-,상모대서로66번길,0,0,0,50,0,0,0,0,572.459440200586,20230519,,,
5344,4060324900,4060109400,4060109200,1,106,000,1121,덕수서로,0,0,0,40,0,0,0,0,2186.62327012695,20230519,,,
5345,4060348700,4060133500,4060134200,1,107,000,-,태위로,0,0,0,30,0,0,0,0,523.178490246381,20230519,,,
5418,4050549400,4050167400,4050007900,2,106,000,1132,일주서로,0,0,0,60,0,0,0,0,695.120677213941,20230519,,,
5423,4050023200,4050011300,4050011400,3,106,000,1131,중앙로,0,0,0,50,0,0,0,0,83.348916184067,20230519,,,
5424,4050068400,4050027800,4050026100,1,107,000,-,원노형2길,0,0,0,50,0,0,0,0,158.636622040669,20230519,,,
5426,4050261300,4050105200,4050105300,1,107,000,-,동제원길,0,0,0,50,0,0,0,0,77.293670467362,20230519,,,
5430,4060095301,4060044000,4060043501,1,107,000,-,신효중앙로,0,0,0,50,0,0,0,0,264.844092196328,20230519,,,
5517,4050278500,4050114700,4050200100,2,107,000,-,일주동로,0,0,0,50,0,0,0,0,149.501778623362,20230519,,,
5555,4050382300,4050119900,4050117900,1,106,000,1115,용금로,0,0,0,50,0,0,0,0,650.050400326323,20230519,,,
5665,4050597200,4050185300,4050185400,1,107,000,-,함와로,0,0,0,30,0,0,0,0,143.375020272326,20230519,,,
5708,4050592000,4050177700,4050177600,1,106,000,1118,남조로,0,0,0,50,0,0,0,0,41.070559698375,20230519,,,
5709,4050595100,4050182100,4050183700,2,107,000,-,일주동로,0,0,0,50,0,0,0,0,411.231013258533,20230519,,,
5741,4060188200,4060068300,4060068200,1,107,000,-,사계신항로17번길,0,0,0,40,0,0,0,0,36.532595570233,20230519,,,
5801,4050025700,4050012500,4050012300,3,106,000,1132,서광로,0,0,0,50,0,0,0,0,225.574477399857,20230519,,,
6041,4050255900,4050110700,4050110800,1,107,000,-,도련2길,0,0,0,50,0,0,0,0,331.455396315422,20230519,,,
6076,4060243100,4060025600,4060077700,1,107,000,-,중앙로72번길,0,0,0,50,0,0,0,0,106.209952897608,20230519,,,
6077,4060253400,4060146700,4060146800,1,107,000,-,-,0,0,0,50,0,0,0,0,143.511543894047,20230519,도로명없음,,
6080,4060328300,4060092300,4060092600,1,107,000,-,일주서로3000번길,0,0,0,50,0,0,0,0,200.199001688529,20230519,,,
6086,4060503500,4060154800,4060153800,2,105,000,97,번영로,0,0,0,70,0,0,0,0,856.240514800262,20230519,,,
6185,4050062300,4050024000,4050026700,2,107,000,-,광평동로,0,0,0,60,0,0,0,0,220.62843165706,20230519,,,
6186,4050081800,4050029700,4050032100,2,107,000,-,원노형로,0,0,0,50,0,0,0,0,120.68617046282,20230519,,,
6187,4050091901,4050006500,4050032301,3,107,000,-,연북로,0,0,0,50,0,0,0,0,146.553112801151,20230519,,,
6188,4060055400,4060007300,4060008300,1,107,000,-,상예로,0,0,0,50,0,0,0,0,516.00235031996,20230519,,,
6240,4050162100,4050053100,4050053600,1,107,000,-,도두항서7길,0,0,0,50,0,0,0,0,31.094562108624,20230519,,,
6258,4060007800,4060004300,4060003900,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,145.64012245821,20230519,,,
6355,4050541000,4050201700,4050200700,1,107,000,-,다랑쉬북로,0,0,0,50,0,0,0,0,1649.2461284364,20230519,,,
6445,4050267300,4050109600,4050109800,1,107,000,-,도련4길,0,0,0,50,0,0,0,0,54.068072372508,20230519,,,
6469,4050301500,4050085300,4050085400,1,107,000,-,노형11길,0,0,0,50,0,0,0,0,49.042688972456,20230519,,,
6472,4060474100,4060169100,4060169200,1,107,000,-,한마음초등로,0,0,0,50,0,0,0,0,101.972442321221,20230519,,,
6480,4050301200,4050085100,4050005401,1,107,000,-,노형14길,0,0,0,50,0,0,0,0,59.198283224715,20230519,,,
6488,4060054300,4060025900,4060025200,1,107,000,-,김정문화로27번길,0,0,0,50,0,0,0,0,74.256721283705,20230519,,,
6620,4060371000,4060102700,4060102800,1,107,000,-,에듀시티로,0,0,0,30,0,0,0,0,113.607252869762,20230519,,,
6696,4060180800,4060063600,4060063300,1,107,000,-,서호중앙로,0,0,0,30,0,0,0,0,315.711389523302,20230519,,,
6697,4060185700,4060080100,4060126700,1,107,000,-,하신로,0,0,0,50,0,0,0,0,132.253427849294,20230519,,,
6863,4060520200,4060182200,4060182300,1,107,000,-,고성오조로,0,0,0,30,0,0,0,0,110.325162590403,20230519,,,
6934,4060035900,4060026100,4060027100,1,107,000,-,칠십리로,0,0,0,40,0,0,0,0,58.48612793245,20230519,,,
7110,4050176800,4050057800,4050058200,3,107,003,-,연삼로,0,0,0,50,0,0,0,0,78.954586871891,20230519,,,
7112,4060060900,4060042300,4060005000,1,107,000,-,신서로,0,0,0,30,0,0,0,0,32.294275924156,20230519,,,
7209,4060022304,4060010300,4060010303,1,106,000,1115,산록남로,0,0,0,60,0,0,0,0,784.432101106045,20230519,,,
7468,4050560100,4050196300,4050196700,1,107,000,-,덕평로,0,0,0,50,0,0,0,0,145.248535034027,20230519,,,
7533,4060278400,4060099900,4060100300,2,107,000,-,최남단해안로125번길,0,0,0,50,0,0,0,0,852.931044807236,20230519,,,
7534,4060376600,4060104200,4060104700,2,107,000,-,글로벌에듀로,0,0,0,40,0,0,0,0,237.634807517546,20230519,,,
7535,4060457300,4060119600,4060119400,2,106,000,1115,산록남로,0,0,0,60,0,0,0,0,76.04800887971,20230519,,,
7549,4050298700,4050038601,4050084200,1,107,000,-,달마루길,0,0,0,50,0,0,0,0,181.65751562483,20230519,,,
7712,4050312000,4050040500,4050039201,1,107,000,-,신대로10길,0,0,0,40,0,0,0,0,115.700497598342,20230519,,,
7745,4060535401,4060012700,4060187301,1,107,003,-,이어도로,0,0,0,50,0,0,0,0,30.380048459655,20230519,,,
7844,4050032200,4050000200,4050015800,1,107,000,-,1100로,0,0,0,40,0,0,0,0,90.364613573395,20230519,,,
7850,4050194000,4050063000,4050062800,1,107,000,-,선반로10길,0,0,0,30,0,0,0,0,129.084188536913,20230519,,,
7858,4050206903,4050067501,4050067502,2,107,000,-,탑동로,0,0,0,60,0,0,0,0,308.135684863132,20230519,,,
7864,4060367500,4060135500,4060135300,1,107,000,-,남위남성로247번길,0,0,0,50,0,0,0,0,1267.44033025573,20230519,,,
7865,4060370400,4060111300,4060110800,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,343.764251817309,20230519,,,
7931,4050085500,4050030500,4050033600,1,107,000,-,수덕9길,0,0,0,40,0,0,0,0,244.781277469309,20230519,,,
7974,4060075400,4060028800,4060029200,3,107,000,-,신중로,0,0,0,50,0,0,0,0,140.970841057397,20230519,,,
8075,4060094400,4060032400,4060032300,1,107,000,-,동홍중앙로66번길,0,0,0,50,0,0,0,0,59.965477880647,20230519,,,
8106,4050223308,4050002205,4050002204,2,107,000,-,첨단로,0,0,0,50,0,0,0,0,181.124719512961,20230519,,,
8107,4050210901,4050069000,4050068801,1,107,000,-,진동로,0,0,0,50,0,0,0,0,212.536548546258,20230519,,,
8130,4050006842,4050007708,4050007705,1,106,000,1136,아봉로,0,0,0,50,0,0,0,0,111.899078873944,20230519,,,
8181,4050588900,4050185400,4050186000,1,107,000,-,함와로,0,0,0,50,0,0,0,0,720.348940799202,20230519,,,
8182,4060001409,4060000803,4060000808,3,106,000,1132,일주서로,0,0,0,50,0,0,0,0,761.686051808805,20230519,,,
8331,4050596000,4050185400,4050184100,2,107,000,-,일주동로,0,0,0,30,0,0,0,0,297.01173145511,20230519,,,
8478,4060449000,4060165400,4060165900,1,107,000,-,표선관정로,0,0,0,30,0,0,0,0,307.110526411716,20230519,,,
8480,4060435300,4060137100,4060138000,1,107,000,-,중산간동로,0,0,0,60,0,0,0,0,1173.59732205124,20230519,,,
8481,4060441700,4060152900,4060153500,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,343.264721008376,20230519,,,
8482,4060476400,4060154600,4060154300,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,376.059979748934,20230519,,,
8509,4050302400,4050086800,4050024200,1,107,000,-,노형13길,0,0,0,50,0,0,0,0,96.539045026009,20230519,,,
8511,4050302500,4050024200,4050086800,1,107,000,-,노형13길,0,0,0,50,0,0,0,0,96.539038187953,20230519,,,
8512,4050302300,4050086700,4050086800,1,107,000,-,노형13길,0,0,0,50,0,0,0,0,53.25575154797,20230519,,,
8537,4050074300,4050027500,4050028400,1,107,000,-,수덕3길,0,0,0,40,0,0,0,0,95.61561070394,20230519,,,
8576,4050138300,4050046100,4050048600,2,107,000,-,오일장동길,0,0,0,50,0,0,0,0,250.925910803957,20230519,,,
8581,4060054200,4060023800,4060025900,1,107,000,-,김정문화로27번길,0,0,0,50,0,0,0,0,103.643548322955,20230519,,,
8582,4060056602,4060061900,4060034200,2,107,000,-,예래로,0,0,0,50,0,0,0,0,196.800698520673,20230519,,,
8790,4060524600,4060181700,4060181900,1,107,000,-,고성오조로,0,0,0,30,0,0,0,0,150.441075299815,20230519,,,
8942,4050472000,4050137000,4050137100,1,107,000,-,한림로,0,0,0,50,0,0,0,0,94.692627372621,20230519,,,
8943,4050473300,4050183400,4050184200,1,106,000,1118,남조로,0,0,0,60,0,0,0,0,453.85173668887,20230519,,,
8944,4050521100,4050151400,4050150500,2,106,000,1132,일주서로,0,0,0,70,0,0,0,0,584.929211834854,20230519,,,
8945,4060196800,4060087300,4060066900,1,107,000,-,에듀시티로50번길,0,0,0,30,0,0,0,0,220.89192780677,20230519,,,
8947,4050161700,4050053000,4050054400,2,107,000,-,월성로,0,0,0,50,0,0,0,0,149.642825513156,20230519,,,
8948,4050175800,4050057400,4050060300,2,107,000,-,삼성로,0,0,0,30,0,0,0,0,626.959049710072,20230519,,,
8949,4050203400,4050014600,4050065900,1,107,000,-,화남로,0,0,0,30,0,0,0,0,340.146487308834,20230519,,,
9003,4060245200,4060079600,4060007808,1,107,000,-,월라봉로,0,0,0,50,0,0,0,0,480.209970782503,20230519,,,
9004,4060272900,4060086300,4060183500,1,107,000,-,고성동서로,0,0,0,50,0,0,0,0,95.678108281537,20230519,,,
9006,4060307300,4060111100,4060111800,1,107,000,-,산방로126번길,0,0,0,50,0,0,0,0,1025.41549227834,20230519,,,
9007,4060352400,4060093000,4060092900,1,107,000,-,암반수마농로,0,0,0,50,0,0,0,0,113.881180211601,20230519,,,
9033,4050029302,4050014400,4050014201,3,106,003,1132,일주동로,0,0,0,50,0,0,0,0,152.33287087827,20230519,,,
9038,4050193900,4050062800,4050063000,1,107,000,-,선반로10길,0,0,0,30,0,0,0,0,129.311752920498,20230519,,,
9039,4050247400,4050098400,4050098300,1,107,000,-,아란5길,0,0,0,30,0,0,0,0,259.804099439289,20230519,,,
9121,4060478100,4060153400,4060145100,1,107,000,-,녹산로,0,0,0,60,0,0,0,0,5961.56882208399,20230519,,,
9266,4050508400,4050166500,4050166400,1,107,000,-,항몽로,0,0,0,50,0,0,0,0,338.917958939043,20230519,,,
9354,4060053800,4060030000,4060029100,2,107,000,-,신서귀로97번길,0,0,0,50,0,0,0,0,101.716964398398,20230519,,,
9434,4060339300,4060130900,4060131100,1,107,000,-,위미대화로,0,0,0,30,0,0,0,0,233.650060951717,20230519,,,
9463,4060293400,4060100000,4060098400,2,107,000,-,동일하모로,0,0,0,40,0,0,0,0,405.468860946399,20230519,,,
9464,4060307000,4060114500,4060115500,1,107,000,-,화순해안로,0,0,0,50,0,0,0,0,572.252163044023,20230519,,,
9465,4060334600,4060114400,4060114700,1,107,000,-,화순서동로,0,0,0,50,0,0,0,0,2489.56314810389,20230519,,,
9466,4060350000,4060138600,4060139500,1,107,000,-,태위로,0,0,0,40,0,0,0,0,292.55594246969,20230519,,,
9467,4060354300,4060093200,4060093400,1,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,84.521535321056,20230519,,,
9481,4060515800,4060171900,4060172200,1,107,000,-,수송로,0,0,0,50,0,0,0,0,169.14593128549,20230519,,,
9487,4060502100,4060178500,4060179000,1,107,000,-,온평동로,0,0,0,50,0,0,0,0,311.974388656524,20230519,,,
9573,4060305700,4060093300,4060091700,2,106,000,1132,일주서로,0,0,0,60,0,0,0,0,1044.0987840327,20230519,,,
9574,4060390000,4060122800,4060122700,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,449.501270071044,20230519,,,
9591,4050131100,4050009201,4050044000,1,107,000,-,도근내길,0,0,0,50,0,0,0,0,199.886212595271,20230519,,,
9596,4060113700,4060047900,4060048000,1,107,000,-,산록남로,0,0,0,40,0,0,0,0,204.60490144317,20230519,,,
9597,4060119900,4060046200,4060045700,1,107,000,-,-,0,0,0,50,0,0,0,0,113.92048934376,20230519,도로명없음,,
9598,4060125501,4060013600,4060012801,1,107,000,-,이어도로,0,0,0,30,0,0,0,0,71.533175078412,20230519,,,
9748,4050469100,4050135200,4050136400,1,107,000,-,수원11길,0,0,0,50,0,0,0,0,498.238709300565,20230519,,,
9836,4060178000,4060062300,4060025100,1,107,000,-,신서로,0,0,0,30,0,0,0,0,203.03758581748,20230519,,,
9874,4060092700,4060033900,4060033800,1,107,000,-,동홍남로,0,0,0,40,0,0,0,0,82.896748915626,20230519,,,
9878,4060362200,4060144000,4060144100,1,107,000,-,남한로,0,0,0,30,0,0,0,0,178.698520845274,20230519,,,
9879,4060286500,4060098000,4060097200,1,107,000,-,최남단해안로15번길,0,0,0,50,0,0,0,0,45.836852071265,20230519,,,
9910,4050578000,4050201800,4050202000,1,107,000,-,구좌로,0,0,0,30,0,0,0,0,136.873616239477,20230519,,,
