,Id,NODE_TYPE,NODE_NAME,TURN_P,UPDATEDATE,REMARK,HIST_TYPE,HISTREMARK,latitude,longitude
24970,4060123900,104,논고교,0,20230519,,,,33.348691230997616,126.61459857079873
24971,4060126600,101,하례리1887-60,0,20230519,,,,33.26883610651703,126.63034884461428
24972,4060128800,103,속성변화점,0,20230519,,,,33.28631849125686,126.63999807385973
24973,4060129500,101,종남1교서측,0,20230519,,,,33.274554364342976,126.65086410835083
24974,4060130400,101,위미리4610,0,20230519,,,,33.275549832519104,126.65210158456671
25441,4060133300,101,위미리4591,0,20230519,,,,33.27672361847441,126.66696434442889
25442,4060135700,101,위미3리마을회관,0,20230519,,,,33.27537108453853,126.68681247964156
25443,4060137200,102,큰엉감귤직판장,0,20230519,,,,33.27195678691043,126.70051894410126
25444,4060138600,101,두리안펜션,0,20230519,,,,33.27556230388178,126.70608344907882
25445,4060140000,101,거북특수가스,0,20230519,,,,33.29221715717543,126.71044369938197
25446,4060142700,103,속성변화점,0,20230519,,,,33.309342049885856,126.71523819168532
25447,4060146700,103,속성변화점,0,20230519,,,,33.283376299589854,126.72263479555257
25448,4060147200,104,하나로교,0,20230519,,,,33.284439326989315,126.72444657017985
25449,4060149100,104,입석교,0,20230519,,,,33.2842334256951,126.73866243469573
25450,4060149700,103,속성변화점,0,20230519,,,,33.28483068645222,126.7411612480776
25451,4060149900,101,태흥리1122-4,0,20230519,,,,33.27964132582607,126.74232309817125
25452,4060152100,104,신흥교,0,20230519,,,,33.31388129864416,126.75119702197823
25453,4060155200,101,가시리3804,0,20230519,,,,33.34131737016832,126.77066420828051
25454,4060156400,101,새가름교,0,20230519,,,,33.34773764128688,126.77716147090615
25456,4060156700,101,토산초교입구교차로,1,20230519,,,,33.307394991631476,126.78038188698368
25457,4060157100,103,속성변화점,0,20230519,,,,33.309275295338736,126.78381599208345
25458,4060158100,101,성읍삼거리,0,20230519,,,,33.383600429182295,126.79364938653431
25459,4060158800,101,성읍리삼거리,1,20230519,,,,33.39346649735792,126.79704225713542
25460,4060164900,101,성산반석타운아파트,0,20230519,,,,33.330068482303794,126.82114048107236
25461,4060170200,101,귤창고,0,20230519,,,,33.37413022064218,126.84340261628739
25462,4060170300,101,미와이못,0,20230519,,,,33.37651256987994,126.84344977165468
25463,4060170900,101,웅이네농원,0,20230519,,,,33.38114471004586,126.84523329277998
25464,4060176200,101,온평리2009-1,0,20230519,,,,33.41716950602837,126.89017115234614
25465,4060177500,101,온평초등학교,0,20230519,,,,33.40819589817876,126.89759554288155
25466,4060178000,101,시흥리앞교차로,0,20230519,,,,33.47180548052869,126.90043579501456
25467,4060179600,101,고성리1417-1,0,20230519,,,,33.4496319702084,126.90754233399123
25468,4060179900,101,고성리2747,0,20230519,,,,33.44661224116443,126.90810339576912
25469,4060181400,101,성산가정교회,0,20230519,,,,33.4512785048866,126.91269640296139
25471,4060183400,101,고성리509-8,1,20230519,,,,33.43681313417412,126.91696602165918
34055,4060186201,101,강정스크린골프,0,20230519,,,,33.23108602750884,126.48157517422896
34066,4050209201,101,금강전연령렌트카,0,20230519,,,,33.50399744833607,126.49530254698143
34082,4050209001,101,주차장,0,20230519,,,,33.50404809031711,126.49640411165898
34179,4050075200,101,화북이동5756,1,20230519,,,,33.50307366631639,126.56601683638426
34180,4050079200,101,하이마트삼화점,1,20230519,,,,33.51214006702805,126.58066727656114
34181,4060079600,101,상효동792-2,1,20230519,,,,33.267629407239006,126.59779106641979
34215,4050032100,101,씨앤제이교역,0,20230519,,,,33.48602439857373,126.48487573066522
34666,4050039301,101,아라이동1262-6,1,20230519,,,,33.4904996538792,126.54462297433273
35004,4050114500,102,행원리3260,0,20230519,,,,33.52453528961255,126.78386105894216
35009,4050171200,103,속성변화점,0,20230519,,,,33.4600162040539,126.43381303280952
35010,4050201400,103,속성변화점,0,20230519,,,,33.528312851219994,126.84193126483964
35011,4050201800,101,갓머리삼거리,1,20230519,,,,33.52355049099421,126.85135641854868
35012,4050203600,101,세화리사무소,0,20230519,,,,33.52677529666856,126.85609310003979
35013,4060003200,101,아이진3차아파트앞,1,20230519,,,,33.257527678368966,126.57859232323563
35014,4060003901,101,하효동708-1,1,20230519,,,,33.26066900615202,126.61505246351062
35015,4060005502,101,신효동232-1,1,20230519,,,,33.26732517439034,126.61508987158072
35016,4060005600,101,우성파크빌,0,20230519,,,,33.26377180341366,126.61098032372283
35017,4060006001,104,서흥교,0,20230519,,,,33.264111583174106,126.55404328972207
35018,4060006003,101,서홍동1629-2,0,20230519,,,,33.264543306613206,126.55085870145153
35019,4060075200,101,서호동1561,0,20230519,,,,33.25873007301712,126.51992280356784
35202,4050000900,101,노루생이,0,20230519,,,,33.41942339713008,126.49149479280622
35203,4050002902,101,해안교차로,0,20230519,,,,33.46586327292526,126.4563844803522
35204,4050003400,101,아라파출소,1,20230519,,,,33.46935202307745,126.5473139492181
35219,4050165300,101,유수암리1016-1,1,20230519,,,,33.42374976163015,126.4085570869117
35220,4060010500,101,상효입구교차로,0,20230519,,,,33.29375230328528,126.59459110474675
35221,4060010605,104,제6산록교,0,20230519,,,,33.291404080898864,126.51361303056717
35222,4060010700,101,돈내코입구교차로,1,20230519,,,,33.295610709937456,126.59522598114526
35223,4060015000,101,보목동삼거리,0,20230519,,,,33.24285536214936,126.59931085849993
35224,4060016200,102,이도빌리지1차,0,20230519,,,,33.243744281079216,126.43239815457324
35225,4060016301,101,하효동삼거리,0,20230519,,,,33.24490924754315,126.61079465020117
35226,4060092800,101,무릉리1155-6,1,20230519,,,,33.275373794620435,126.2327142294525
35227,4060114600,101,한마음뷔페식당,1,20230519,,,,33.296946491484,126.33180376137048
35228,4060114900,101,동광입구교차로,1,20230519,,,,33.29909571098148,126.33377683092694
35239,4060144500,101,남원리183-4,0,20230519,,,,33.28076679727581,126.71865820808974
35240,4060145800,101,의귀리사거리,0,20230519,,,,33.31400782798979,126.72077237689673
35241,4060172500,101,신천리1085,0,20230519,,,,33.35295046745975,126.8587371607436
35242,4060172600,101,금백조로가든,0,20230519,,,,33.438771010390425,126.8622424023858
36914,4050079400,101,한일관,0,20230519,,,,33.5194601686238,126.58097818550237
37067,4050004013,101,아라이동941-2,0,20230519,,,,33.47847626202634,126.55294829016472
37068,4050006706,101,회천동1181-6,0,20230519,,,,33.50614108613306,126.61628286478782
37069,4050007100,101,제주중앙신협본점,0,20230519,,,,33.48926282824846,126.53892708461021
37070,4050007400,101,세븐일레븐제주대기고점,1,20230519,,,,33.491230893539694,126.59322400650417
37071,4050009200,101,그린숲어린이집,0,20230519,,,,33.493035647620694,126.43094598019515
37072,4050009600,101,도평마을,1,20230519,,,,33.493184147747264,126.442007667002
37073,4050010100,101,GS25제주연문,1,20230519,,,,33.49363192841221,126.47631982306885
37075,4050010900,101,현사마을,0,20230519,,,,33.49486733576228,126.45059282328887
37076,4050012801,101,동광양교,0,20230519,,,,33.50325442894952,126.53480288584855
37077,4050013302,103,속성변화점,0,20230519,,,,33.50544817897112,126.5602393237112
37078,4050016400,101,노형동293-17,0,20230519,,,,33.44663420997095,126.48776551079355
37079,4050018800,102,한라수목원,0,20230519,,,,33.46991874119272,126.49083213603154
37080,4050019100,101,중흥S클래스아파트,1,20230519,,,,33.47633167871566,126.48179969884988
37081,4050023900,101,흘천4교,1,20230519,,,,33.4819764295569,126.48656710505574
37082,4050025300,104,외도천교서측,0,20230519,,,,33.48239170967366,126.44162173085925
37083,4050027602,101,연동333,0,20230519,,,,33.48379267873235,126.48916121670578
37084,4050031500,101,그랜드호텔사거리,0,20230519,,,,33.48588489820582,126.48997863686041
37085,4050033200,101,아이천사어린이집,0,20230519,,,,33.48672786631791,126.47767510509951
37086,4050035600,101,제원사거리,1,20230519,,,,33.48792708546924,126.4900644487927
37087,4050036500,101,제주양돈축산업협동조합,0,20230519,,,,33.48881246053802,126.47784291806475
37088,4050037700,101,대원상록수8차아파트,0,20230519,,,,33.48927283585733,126.43261963628576
37089,4050040500,101,제주호텔비앤비,0,20230519,,,,33.49091288546116,126.49087048271734
37090,4050042500,104,월대교동측,0,20230519,,,,33.49189402344541,126.43537394896744
37091,4050043200,101,신동부삼무3차아파트,0,20230519,,,,33.49220499165524,126.4885285425234
37092,4050043600,101,제주옥션,0,20230519,,,,33.49228658524581,126.43787866775047
37093,4050046100,101,명품가구백화점,0,20230519,,,,33.49542736622066,126.47752973029492
37094,4050046200,101,도남오거리,0,20230519,,,,33.49547192865438,126.52733523018578
37095,4050048200,101,산지3교,0,20230519,,,,33.49710771033977,126.54124148059796
37096,4050049400,101,경림휘닉스빌,0,20230519,,,,33.49822233568544,126.54748923007688
37097,4050050100,101,중앙어린이집,0,20230519,,,,33.49862624130842,126.53400482386385
37098,4050051500,101,제주은행사거리,1,20230519,,,,33.500772491182964,126.54383660527174
37099,4050054200,101,도리초등학교병설유치원,0,20230519,,,,33.50402308555726,126.46569369919669
37100,4050056200,101,오션파크,0,20230519,,,,33.50543067980088,126.46371682355688
37101,4050059300,104,오현교동측,0,20230519,,,,33.510471804187894,126.52711435561022
37102,4050059500,101,SK주유소공단,1,20230519,,,,33.5113748974984,126.56371423069137
37103,4050060100,101,수협은행,0,20230519,,,,33.5120697732752,126.51231426120187
37104,4050060200,101,금정자동차,0,20230519,,,,33.51222389839444,126.56084366755806
37105,4050060800,101,제주시청소년수련관,1,20230519,,,,33.5124705541123,126.54573019964586
37106,4050061400,101,삼성전자로지텍제주물류센터,0,20230519,,,,33.51281099146055,126.55937626176083
37107,4050062100,101,영주교회,1,20230519,,,,33.51302039833418,126.54377794914842
37108,4050062800,101,태성에프엔비,0,20230519,,,,33.513284710557286,126.5667578864448
37109,4050064500,101,제주동원축산,0,20230519,,,,33.514314085525754,126.5620159176145
37110,4050065600,101,대우트럭,0,20230519,,,,33.514925772391905,126.56055947949089
37111,4050069000,101,만항재,0,20230519,,,,33.52333933492225,126.56510876095538
37112,4050069301,101,삼양이동1948-2,0,20230519,,,,33.52463753878455,126.58499971309249
37113,4050074300,102,오등동194-2,0,20230519,,,,33.4621076686085,126.54365281374741
37114,4050078200,101,제주화북동우체국,1,20230519,,,,33.51425102008072,126.57301703600103
37115,4050078301,101,화북일동29-4,1,20230519,,,,33.518437768037145,126.57296629638364
37116,4050079900,102,용수리4719-1,0,20230519,,,,33.320038691983335,126.17965173325518
37117,4050082300,102,신엄리1212-3,0,20230519,,,,33.4743557796777,126.37080942108801
37118,4050083900,102,노형동3773,0,20230519,,,,33.47483942199085,126.46162659320971
37119,4050086100,101,노형동3815,0,20230519,,,,33.48406347307707,126.47812511938025
37120,4050089300,101,도남동1058,0,20230519,,,,33.48982969978154,126.5260459582971
37121,4050090800,101,이도이동2059,0,20230519,,,,33.49029635840456,126.53673253468719
37122,4050092000,101,아라이동3015,0,20230519,,,,33.4920461917104,126.54308197770982
37123,4050097100,102,일도일동1492-13,0,20230519,,,,33.51526024209328,126.52819562513326
37124,4050100600,101,월평동753,0,20230519,,,,33.454242148259624,126.57489195975764
37125,4050102100,102,용강동101-1,0,20230519,,,,33.450017720945986,126.601364705894
37126,4050109900,101,도련일동2290-2,0,20230519,,,,33.50721136370065,126.58560322736821
37127,4050110700,101,도련일동1619,0,20230519,,,,33.508502898226766,126.58799051399757
37128,4050111000,101,도련이동2868-1,0,20230519,,,,33.51407729360296,126.59029028356436
37129,4050115700,102,월평동1377,0,20230519,,,,33.469790446590466,126.5771666730597
37130,4050117300,101,고산우체국앞,0,20230519,,,,33.3035287385131,126.17960268472126
37131,4050117700,101,고산리3993,0,20230519,,,,33.303175669520094,126.18182035430948
37132,4050121000,101,판포리3182,0,20230519,,,,33.36169917548111,126.20859471410317
37133,4050122200,101,제주옹기마을,0,20230519,,,,33.29859687966672,126.21995433796071
37134,4050123500,101,금능삼거리,0,20230519,,,,33.385976995682064,126.22619615247025
37135,4050126600,101,협재리2866-4,0,20230519,,,,33.37207998776425,126.24201087787917
37136,4050127400,101,청수리1185-2,0,20230519,,,,33.30475831579184,126.24408452295106
37137,4050128500,101,옹포리삼거리,0,20230519,,,,33.404729083281964,126.25407817401268
37138,4050131600,101,한림초등학교,0,20230519,,,,33.41200851943444,126.26145133162285
37139,4050132600,101,한림리1314-182,0,20230519,,,,33.41637679246403,126.26312619277337
37140,4050133700,101,한림교,0,20230519,,,,33.41476520259248,126.26489173640931
37141,4050135800,101,대호아파트,0,20230519,,,,33.4141750121473,126.26937756084378
37142,4050137000,101,대림리1097,0,20230519,,,,33.43129097703009,126.2753277096031
37143,4050137800,101,대림리1354-7,1,20230519,,,,33.42385253411097,126.27794169364957
37144,4050143400,101,곽지사거리,1,20230519,,,,33.44788992942678,126.30712497926508
37145,4050143800,101,애월입구,1,20230519,,,,33.45879892930429,126.3109979804742
37146,4050145600,101,금악리276-9,0,20230519,,,,33.37293137810716,126.31661549172567
37622,4050146800,104,애월교서측,0,20230519,,,,33.46671345090276,126.32171408945625
37623,4050150700,101,금악리산92,0,20230519,,,,33.36077257322471,126.34275482956387
37624,4050152700,101,금악리산31-7,0,20230519,,,,33.349236522348136,126.35851859255618
37625,4050155500,101,납읍리2772,0,20230519,,,,33.4166216513402,126.36741979936937
37626,4050159200,101,소길리산210-13,1,20230519,,,,33.40476042777571,126.38374155715235
37627,4050160400,104,구엄교동측,0,20230519,,,,33.477798956368915,126.38791770017741
37628,4050160700,101,구엄교차로,0,20230519,,,,33.47803660261925,126.38843850662397
37629,4050161700,101,수산노인정,0,20230519,,,,33.466418471562484,126.39291040200749
37630,4050162100,104,경마장교서측,0,20230519,,,,33.41294463193832,126.39651070820584
37631,4050162400,104,경마장교동측,0,20230519,,,,33.413157828415954,126.3968366911326
37632,4050167100,104,하귀교서측,0,20230519,,,,33.486559155375524,126.41398608775589
37633,4050167700,104,고성교동측,0,20230519,,,,33.458352345797344,126.41515212857145
37634,4050173000,101,광명제2교차로,0,20230519,,,,33.45932544400802,126.44575033920012
37635,4050173600,101,신촌진드르교차로,0,20230519,,,,33.52552458228011,126.60995152590654
37636,4050177300,101,분선동산교차로,0,20230519,,,,33.538087497621255,126.63951074890024
37637,4050182800,101,도로못교차로,1,20230519,,,,33.530597100862686,126.66769991800835
37638,4050183800,101,대명리조트제주,0,20230519,,,,33.54053952298145,126.67028338586205
37639,4050185700,101,각지불,0,20230519,,,,33.424343062416504,126.67583249717514
37640,4050186400,101,대흘2리교차로,0,20230519,,,,33.514365513254795,126.67748939169559
37641,4050186800,101,함덕리74-4,0,20230519,,,,33.537149147673986,126.67900110552623
37642,4050187200,101,와산리876-5,0,20230519,,,,33.49359408924251,126.68028826479143
37643,4050188300,101,와산리806-4,0,20230519,,,,33.49915885856055,126.6876227259318
37644,4050189100,101,북촌교차로,1,20230519,,,,33.5478877247532,126.69462843561453
37645,4050189500,103,속성변화점,0,20230519,,,,33.46135486032229,126.69818579485901
37646,4050189600,101,북촌리2688,1,20230519,,,,33.54983440102857,126.69793662948817
37647,4050194100,104,제2대천교,0,20230519,,,,33.43902602842643,126.74483940963552
37648,4050197400,101,월정리투명카약,0,20230519,,,,33.56362386412436,126.77861904065351
37649,4050197600,104,큰물교남측,0,20230519,,,,33.476199354769314,126.78003196617159
37650,4050198500,103,속성변화점,0,20230519,,,,33.47000039482015,126.78829659375005
37651,4050201200,101,종달리4538-2,0,20230519,,,,33.46669386315384,126.84096543466114
37652,4050205800,101,면수동삼거리,0,20230519,,,,33.5193378977494,126.87434691745723
37653,4050206300,101,하도입구삼거리,0,20230519,,,,33.518531748942905,126.88309865369857
37654,4050206400,101,하도리1761-3,0,20230519,,,,33.526726917204016,126.88502740999517
37655,4050206500,101,창흥교차로,1,20230519,,,,33.508108210026286,126.88739279331597
37656,4060004900,101,시청입구교차로,0,20230519,,,,33.261077327492195,126.5082310468951
37657,4060005101,101,신효동1183-9,0,20230519,,,,33.2654053116927,126.60539923564515
37658,4060005200,101,효돈입구,1,20230519,,,,33.2635774438174,126.62235223137232
37659,4060006703,104,제2회수교서측,0,20230519,,,,33.26165512543643,126.45265841113368
37660,4060006800,101,색달동1802,1,20230519,,,,33.26305808442534,126.42098507362194
37661,4060006902,104,도순2교동측,0,20230519,,,,33.259205665556344,126.4746873979322
37662,4060007002,101,동홍동2174,1,20230519,,,,33.265907812542835,126.56923113840607
37663,4060007300,101,우남동입구,1,20230519,,,,33.26424939749969,126.39282969910349
37664,4060008000,101,강남태양열심야전기,0,20230519,,,,33.26574117866424,126.41404538607745
37665,4060008202,104,색달육교,0,20230519,,,,33.26598819869966,126.41426748730433
37667,4060009000,101,한라친환경집하장,0,20230519,,,,33.27521061625558,126.37959876092816
37668,4060009900,104,제2산록교서측,0,20230519,,,,33.29063767915795,126.46795697968578
37669,4060012900,104,악근교,0,20230519,,,,33.234551941650146,126.48975945909784
37670,4060013503,101,강정동교차로,0,20230519,,,,33.23633309808133,126.47761093652953
37671,4060016701,101,호근동2142,0,20230519,,,,33.24420502502775,126.5357550760823
37672,4060016901,101,천지동사무소사거리,0,20230519,,,,33.24688079784782,126.56197624507038
37673,4060017100,101,서귀포수협앞,0,20230519,,,,33.24487137685919,126.56440729251257
37674,4060017300,102,이왈종미술관앞,0,20230519,,,,33.24489310012968,126.5735478675591
37675,4060017700,101,이중섭미술관앞,0,20230519,,,,33.24515022456309,126.56525647971925
37676,4060018700,101,닭고을찜닭,1,20230519,,,,33.24585764955972,126.52380368953997
37677,4060020200,101,천지동사무소앞교차로,1,20230519,,,,33.24760700873008,126.56194314690978
37678,4060022301,101,하효동1460,0,20230519,,,,33.25665532631726,126.62306550684858
37679,4060024400,101,한국SGI서귀포문화회관,0,20230519,,,,33.25206858513378,126.56968161701863
37680,4060028800,101,부동산,0,20230519,,,,33.254530785024414,126.51181008060752
37681,4060029300,101,한국통신,0,20230519,,,,33.25509361855868,126.50957730403563
37682,4060033400,101,올레요맛집,0,20230519,,,,33.25693034301974,126.57558691359995
37683,4060039500,101,기드온교회,0,20230519,,,,33.258619199706565,126.51036702842069
37684,4060041101,101,색달동1917-1,1,20230519,,,,33.261115243214874,126.41457645323538
37685,4060041400,101,씨알씨트레이딩,0,20230519,,,,33.259498914713184,126.51036888192843
37686,4060041900,101,서호동1164-1,0,20230519,,,,33.260122206716055,126.51476221024642
37687,4060053700,104,제8산록교서측,0,20230519,,,,33.30577698906853,126.58739448618421
37688,4060061800,104,대왕수1교북측,0,20230519,,,,33.24678089674301,126.39538356881403
37689,4060064300,102,서호초등학교,0,20230519,,,,33.25436393641007,126.52970948485573
37690,4060064600,101,동일리3078,1,20230519,,,,33.22600759127508,126.24188437755197
37691,4060067900,101,사계리3602-2,0,20230519,,,,33.24894704584435,126.32287729081389
37692,4060068800,101,사계리3602-2,0,20230519,,,,33.2495636485117,126.3238647028462
37693,4060069700,101,화순리2026-22,0,20230519,,,,33.253929847051815,126.32683942254886
37694,4060070300,102,화순리1928,0,20230519,,,,33.24277274412974,126.32830185743167
37695,4060071200,102,색달동949-2,0,20230519,,,,33.2736279987884,126.40838230486708
37696,4060072000,101,중문동1520-1,0,20230519,,,,33.25494677329291,126.42294365633772
37697,4060076900,101,서홍동744-19,0,20230519,,,,33.242057038492,126.55426994858882
37698,4060081200,102,보목동261,0,20230519,,,,33.24095738497431,126.61076510459132
37699,4060081700,102,수망리산12-2,0,20230519,,,,33.361144533349204,126.69330732147513
37700,4060082500,101,남원리1352-5,0,20230519,,,,33.277212168203555,126.71543091334603
37701,4060084700,101,하천리457-4,0,20230519,,,,33.34747998942867,126.83979482191708
37702,4060085300,101,신천리353-13,0,20230519,,,,33.33977253304257,126.85495600429579
37703,4060086100,102,시흥리2717,0,20230519,,,,33.46267576294056,126.86460441964418
37704,4060087000,102,성산포항종합여객터미널,0,20230519,,,,33.47274160757329,126.93373605867724
37705,4060088600,103,속성변화점,0,20230519,,,,33.27964593154588,126.19028492883785
37706,4060090400,101,신도리3138,0,20230519,,,,33.28538649428605,126.21274124650847
37707,4060090600,101,영락리986-4,0,20230519,,,,33.261230407710755,126.21380916608761
37708,4060093700,103,속성변화점,0,20230519,,,,33.232603310142096,126.23766248952447
37709,4060094300,101,일과1리시설원예집하장,0,20230519,,,,33.23433278091039,126.24265423823361
37710,4060096000,101,해리수산,0,20230519,,,,33.21837112949097,126.25020828186504
37711,4060096300,101,남경수산,0,20230519,,,,33.217874521820995,126.25121057876804
37712,4060101100,101,보성리사거리,0,20230519,,,,33.24675337460494,126.26355214095278
37713,4060101200,101,공군관사,0,20230519,,,,33.22621430498786,126.26463634409915
37714,4060101600,101,상모리2733-2,0,20230519,,,,33.221167583921016,126.2666093272885
37715,4060101900,101,상모리4165,0,20230519,,,,33.21995550554392,126.26888811985151
37716,4060103200,101,상모리1683-4,0,20230519,,,,33.20054537446308,126.27703626839873
37717,4060118500,101,제1동광교남측,0,20230519,,,,33.32092071264364,126.35063036030104
37718,4060119700,101,광평리산108-3,0,20230519,,,,33.334019396822384,126.35528386507708
37719,4060121500,101,봉성리산25-2,0,20230519,,,,33.345399984568175,126.38611900672107
37720,4060122800,104,제2효례교,0,20230519,,,,33.28654533564648,126.60828201169616
37721,4060126300,101,삼운회교통봉사대,0,20230519,,,,33.283348366326955,126.63019538643131
37722,4060127800,103,속성변화점,0,20230519,,,,33.26412145970723,126.63414204192104
37723,4060129800,104,대천교북측,0,20230519,,,,33.27414402226318,126.65139807692574
37724,4060130300,102,위미자연농작목반,0,20230519,,,,33.270671185601344,126.6517825832807
38102,4060131400,102,코스모스빌라,0,20230519,,,,33.27133036375583,126.65555407612895
38103,4060135500,101,위미3리교차로,0,20230519,,,,33.279882592641904,126.68595434503641
38104,4060138700,101,남원리2490,0,20230519,,,,33.291236837833935,126.70656524638144
38105,4060139100,101,의귀리2008,0,20230519,,,,33.31114209566305,126.7070789136587
38106,4060139700,101,남원리1438-3,0,20230519,,,,33.279440814913855,126.70957028781136
38107,4060140200,101,남원리1515-7,0,20230519,,,,33.282209498964264,126.71060501058803
38108,4060140700,101,진물교,0,20230519,,,,33.30910820798644,126.71156587395542
38109,4060142000,104,의귀교,0,20230519,,,,33.315308387041,126.7143528086079
38110,4060142100,101,남원중서측교차로,0,20230519,,,,33.28254183147678,126.71454428038807
38111,4060150000,101,태흥리2003,0,20230519,,,,33.28533965628616,126.74273624422702
38112,4060150300,102,성읍리3196-6,0,20230519,,,,33.40672470717673,126.74314824138567
38113,4060151000,101,신흥2리삼거리,0,20230519,,,,33.31783318116047,126.74531798578411
38114,4060151800,101,소금밭교차로,0,20230519,,,,33.289014358030876,126.75017733403642
38115,4060154500,103,속성변화점,0,20230519,,,,33.3338482728715,126.76880866848313
38116,4060160900,101,금녀수산,0,20230519,,,,33.39277872526365,126.80078094165444
38117,4060161500,101,갈옷만드는집,0,20230519,,,,33.387099897197245,126.80118085515421
38118,4060162900,102,명가돈촌,0,20230519,,,,33.30835107314756,126.80353800929805
38119,4060169300,101,하천리566-2,0,20230519,,,,33.349418568447085,126.84015403805917
38120,4060169600,101,하천교차로,0,20230519,,,,33.33684849291376,126.84208596155177
38121,4060176400,102,혼인지,0,20230519,,,,33.41435977763868,126.89352968922587
38122,4060178300,101,송내교차로,0,20230519,,,,33.47037217964284,126.90279285536366
38123,4060178400,101,온평리1111-1,0,20230519,,,,33.4010228484824,126.90331532432612
38124,4060178700,101,영진기계,0,20230519,,,,33.445847300801766,126.90380767049318
38125,4060180400,101,오조교차로,0,20230519,,,,33.460951928192195,126.9106366993575
38126,4060180500,101,용해수산,0,20230519,,,,33.41796889714268,126.9110764869917
44926,4050063500,101,GS25,0,20230519,,,,33.513732366761616,126.5634872608534
47443,4050204400,101,세화리1500-64,0,20230519,,,,33.525446908213816,126.85797662040336
47969,4050111700,102,도련이동702-2,0,20230519,,,,33.51403564474277,126.59347750892906
47970,4050112700,102,조천리3462,0,20230519,,,,33.529550842425444,126.65097246609248
47984,4050171100,101,광령4교차로,1,20230519,,,,33.444996007511456,126.43333168931832
47985,4050201500,103,속성변화점,0,20230519,,,,33.528182710412295,126.84237663630887
47986,4050202300,102,구좌제일교회,0,20230519,,,,33.52731009426732,126.85400721191348
47987,4050202400,101,세화우체국,0,20230519,,,,33.523553384534836,126.85427864860394
47988,4060002900,101,SK충전소서귀포,0,20230519,,,,33.25646683478595,126.57780544912873
47989,4060003400,101,신효교,1,20230519,,,,33.25908581571743,126.59339909019877
47990,4060003600,101,관광단지입구사거리,1,20230519,,,,33.25803546057854,126.4138465989908
47991,4060073200,102,하원동510-2,0,20230519,,,,33.257313322734134,126.45931551859933
47992,4060074000,101,강정동4391-7,0,20230519,,,,33.235790748448046,126.475701729755
47993,4060074500,102,강정동5652,0,20230519,,,,33.23440757102075,126.47673914900687
48179,4050002901,101,제1해안교,0,20230519,,,,33.46334161592213,126.45410641735938
48180,4050129600,101,한림어촌계,0,20230519,,,,33.41125487654395,126.25731311769322
48181,4050130800,103,속성변화점,0,20230519,,,,33.35371438841485,126.2604071008987
48194,4050163100,101,알뜰주유소,0,20230519,,,,33.480015667405574,126.39988768318652
48195,4060010802,101,색달동산29-1,0,20230519,,,,33.294362709055974,126.4167320564122
48196,4060011104,101,상효동1162-3,0,20230519,,,,33.308235770866006,126.5986897750974
48197,4060016300,103,속성변화점,0,20230519,,,,33.24395249175019,126.61009069407972
48198,4060092400,101,초클릿박물관앞,0,20230519,,,,33.25717898831482,126.22899835716204
48199,4060113300,101,화순리1160-5,0,20230519,,,,33.24974322269116,126.32988977026412
48214,4060144200,103,속성변화점,0,20230519,,,,33.409906518655134,126.71799620751104
48215,4060171500,101,신천리사무소,0,20230519,,,,33.34462839723953,126.84927871301407
48216,4060171700,101,수산리교차로,0,20230519,,,,33.45033427238431,126.85158685503352
48217,4060171800,101,신천리1085,0,20230519,,,,33.3465964432538,126.85185114017887
48218,4060172300,101,신산교차로,0,20230519,,,,33.39047346075376,126.85410713631207
50047,4050001101,101,노형동산14-3,1,20230519,,,,33.42691358540813,126.49034373003742
50048,4050002402,103,속성변화점,0,20230519,,,,33.44895402311567,126.5535974182662
50049,4050004014,101,영평동2445-14,0,20230519,,,,33.47901401188893,126.56257292141039
50050,4050004700,101,노형119안전센터,1,20230519,,,,33.48115599083149,126.47283676102914
50051,4050005601,101,봉개동2736,1,20230519,,,,33.48753432873511,126.59951586040991
50052,4050005801,101,아라교,1,20230519,,,,33.48354958541846,126.5434201983368
50053,4050006000,101,주제주일본국총영사관,1,20230519,,,,33.48528252314204,126.4798380738408
50054,4050006704,101,봉개동1585-3,0,20230519,,,,33.489572279335576,126.59945857296418
50055,4050007701,103,속성변화점,0,20230519,,,,33.47052189803958,126.58397482355637
50056,4050008002,101,남광초등학교,0,20230519,,,,33.493313049542834,126.53850775716472
50057,4050010401,101,도두동입구삼거리,0,20230519,,,,33.49386889741083,126.47081657384139
50058,4050011900,101,도남입구,1,20230519,,,,33.500020397515314,126.52492423050039
50059,4050012700,101,삼성의원사거리,1,20230519,,,,33.50179511598562,126.53151126148578
50060,4050013000,101,와흘리2818,0,20230519,,,,33.50607521015789,126.61946504285437
50061,4050013800,101,영락교회,1,20230519,,,,33.50972896001856,126.54314404253412
50062,4050014301,101,일도일동1492-1,0,20230519,,,,33.51490039211781,126.52473910712546
50063,4050015500,101,제주시삼양2동2186-1,1,20230519,,,,33.52126402288556,126.5813977616199
50064,4050017900,104,남학교,0,20230519,,,,33.46363661633071,126.528502979756
50065,4050020100,101,코지하우스,1,20230519,,,,33.4787990546092,126.49243813663568
50066,4050020900,101,한라유치원,0,20230519,,,,33.47939339765983,126.49147057428368
50067,4050023600,101,흘천3교남측,1,20230519,,,,33.48192033514942,126.48983001045949
50068,4050026200,101,우인펜션민박,0,20230519,,,,33.48295261588261,126.47203894890026
50069,4050027601,101,노형동952,0,20230519,,,,33.48386058268721,126.48633655866188
