,Id,NODE_TYPE,NODE_NAME,TURN_P,UPDATEDATE,REMARK,HIST_TYPE,HISTREMARK,latitude,longitude
105,4060029000,101,서호동1481-1,0,20230519,,,,33.25467814707047,126.5127347346484
7708,4060187801,101,디아넥스,1,20230519,,,,33.3024873661656,126.39331824294078
8690,4060014200,101,대기정,1,20230519,,,,33.2404562739723,126.42782476383329
9494,4050113000,102,함덕리828-3,0,20230519,,,,33.52942592719583,126.66792100831753
9495,4050113700,102,북촌리187-2,0,20230519,,,,33.54334954146162,126.70271792905301
9496,4050113900,102,북촌리2688,0,20230519,,,,33.55002376661831,126.69320620731861
9501,4060000800,101,대천동사무소,1,20230519,,,,33.25115167041846,126.47803908071752
9502,4060003403,101,나나다육이,1,20230519,,,,33.25962426766102,126.59540181065705
9503,4060004001,101,신효동893-1,0,20230519,,,,33.26116974199154,126.61229309537157
9504,4060004201,101,세훈빌리지,0,20230519,,,,33.258049186504984,126.42824562364277
9505,4060073300,101,하원동1877,1,20230519,,,,33.26342101570304,126.46710231534338
9506,4060073400,101,도순동1368,0,20230519,,,,33.25617183962819,126.47432673540348
9507,4060073900,101,법환동1654,0,20230519,,,,33.23660747588405,126.51402343485147
9508,4060074300,101,강정동4384-3,0,20230519,,,,33.236257363515506,126.47565173166737
9509,4060076200,101,엠스테이제주호텔,1,20230519,,,,33.246856539127634,126.56110683376158
9672,4050000503,101,노형동산17-3,0,20230519,,,,33.41828117736001,126.48995924541545
9673,4050000600,101,교래입구교차로,0,20230519,,,,33.41910314773771,126.61669829257661
9674,4050129700,101,청수리159-4,0,20230519,,,,33.30482457146785,126.25849982886706
9675,4050130300,101,창성세차장,0,20230519,,,,33.409415533607515,126.25913909918388
9686,4050164300,104,미수2교서측,0,20230519,,,,33.483660579951085,126.40509601817844
9687,4050179900,101,우리주유소,0,20230519,,,,33.54383136010732,126.65798399267106
9688,4060010602,104,제4산록교,0,20230519,,,,33.29011606409899,126.48900571712379
9689,4060011000,101,돈내코교,0,20230519,,,,33.29912764711269,126.58938857365361
9690,4060014800,101,대포마을복지회관앞,0,20230519,,,,33.24276390414487,126.43174521795461
9691,4060015200,101,유림갈비,0,20230519,,,,33.24291843463507,126.5651173990043
9692,4060016001,101,서홍동648-13,0,20230519,,,,33.2437871765954,126.55590821033297
9693,4060091500,101,무릉2리입구교차로,0,20230519,,,,33.28598942844094,126.22478276168894
9699,4060144400,101,남원리91-10,0,20230519,,,,33.278024921502414,126.7185547455068
9700,4060167800,101,표선리2954,0,20230519,,,,33.32658969904518,126.83621175814592
9701,4060171300,101,삼달보건진료소,0,20230519,,,,33.37449475440524,126.84691204908817
9702,4060173200,101,난산리1505-5,0,20230519,,,,33.40497981519895,126.86536023494268
9703,4060173900,101,수산2리입구교차로,0,20230519,,,,33.43865389836367,126.87315632412039
11371,4050037500,101,방천1교,0,20230519,,,,33.48926527274539,126.55116707334983
11539,4050001102,101,연동산100-1,1,20230519,,,,33.4352071786416,126.4897262620668
11540,4050001800,101,아라일동산53-1,1,20230519,,,,33.43001064779264,126.55854247989889
11541,4050002203,101,영평동2273,0,20230519,,,,33.44439367410556,126.572116138726
11542,4050006705,101,봉개교차로,1,20230519,,,,33.48900926255461,126.59825645647351
11543,4050008200,101,제주미주호텔,1,20230519,,,,33.491885397810705,126.49670210506174
11544,4050008900,101,반딧불이작은도서관,1,20230519,,,,33.49370111609237,126.4947540108179
11545,4050013500,101,CU제주시민점,0,20230519,,,,33.50781167906663,126.52434966797797
11546,4050013900,101,국립박물관앞교차로,1,20230519,,,,33.51157864768522,126.5475637292662
11547,4050014100,101,국립제주박물관,1,20230519,,,,33.51198346092516,126.54865185532692
11548,4050016900,103,속성변화점,0,20230519,,,,33.448649147160396,126.62363494920989
11549,4050018901,101,연동1546,0,20230519,,,,33.476320951475635,126.48871162959183
11550,4050019600,101,제주복음교회,0,20230519,,,,33.47764883511734,126.48082954318004
11551,4050020000,101,제주감귤농협노연로지점,0,20230519,,,,33.478378678418984,126.49064629180266
11552,4050021600,102,연화사,0,20230519,,,,33.48031274163126,126.50864188594515
11553,4050022400,101,노형아이파크아파트,0,20230519,,,,33.48119077228359,126.48477098051977
11554,4050023503,101,이호이동1025-4,0,20230519,,,,33.49067401100362,126.45769839568423
11555,4050023800,101,흘천4교,1,20230519,,,,33.48196530337218,126.48723685548644
11556,4050027000,101,제주여자중학교,1,20230519,,,,33.48352902255852,126.53908866741627
11557,4050032800,101,미스터힐링,0,20230519,,,,33.48636099177472,126.47810851127988
11558,4050033000,101,GS25외도대박점,0,20230519,,,,33.48646096022911,126.42675854241193
11559,4050034200,101,은솔어린이집,1,20230519,,,,33.487559429299495,126.501607698955
11560,4050038200,101,연동아파트,0,20230519,,,,33.48954967918921,126.48222057406876
11561,4050038700,101,KT신제주지사,0,20230519,,,,33.48962986622312,126.49995841716151
11562,4050038800,101,제주특별자치도도청,1,20230519,,,,33.48972133567305,126.49737194870593
11563,4050039200,101,하워드존슨제주호텔,1,20230519,,,,33.4898825230441,126.49207560585577
11564,4050040600,101,제주디엠,1,20230519,,,,33.49067305442468,126.50170310544637
11565,4050040900,101,제주특별자치도교육청,0,20230519,,,,33.490776054311205,126.49740819933541
11566,4050041600,102,새안교회,0,20230519,,,,33.49118333573996,126.47687022987165
11567,4050043400,101,제주이도한일베라체아파트,1,20230519,,,,33.4922469920082,126.54746269882291
11568,4050044404,101,도련일동2868,0,20230519,,,,33.506401413247396,126.5913509227775
11569,4050044600,104,내도교,0,20230519,,,,33.49291327241677,126.44025363630732
11570,4050044700,101,캐딜락제주전시장,1,20230519,,,,33.49303114695635,126.50818766774478
11571,4050045800,104,산지4교,0,20230519,,,,33.494902835286894,126.54097247954286
11572,4050046500,101,SK충전소개인택시조합,0,20230519,,,,33.49568724204583,126.4681837613365
11573,4050047200,101,이호교,0,20230519,,,,33.49617527261405,126.45527623065766
11574,4050050300,101,CU제주삼주점,0,20230519,,,,33.49893383532016,126.53394185529024
11575,4050051200,101,대유맨션,0,20230519,,,,33.500105429469485,126.5364123546689
11576,4050051301,101,이호일동375-41,0,20230519,,,,33.501313060760864,126.45537328040703
11577,4050053800,101,해변콘서트,0,20230519,,,,33.50370749105302,126.46587148074133
11578,4050055500,101,KT제주지사,0,20230519,,,,33.50450458580657,126.52545716729666
11579,4050055900,101,블루비치펜션,0,20230519,,,,33.504917241133775,126.46363007422333
11580,4050056600,101,혜성대우아파트,0,20230519,,,,33.505680147727055,126.54432757452838
11581,4050057601,101,이도일동1549-1,0,20230519,,,,33.509284210293956,126.52623877280028
11582,4050059001,101,이도일동1422-6,0,20230519,,,,33.51140042829635,126.5253968314065
11583,4050059700,101,일도이동1050-1,0,20230519,,,,33.51170805412034,126.53146816750521
11584,4050066000,101,세븐일레븐,0,20230519,,,,33.51519436655205,126.56507438648383
11585,4050063900,101,유성주택,0,20230519,,,,33.51399752329504,126.56809285519057
11586,4050065700,101,지성건설기계매매상사,0,20230519,,,,33.51501220972672,126.5619687295131
11587,4050067500,101,탑동사거리,1,20230519,,,,33.51680008545562,126.52482798007247
11588,4050068100,103,속성변화점,0,20230519,,,,33.518715428990234,126.5166775111871
11589,4050070000,101,검은모래펜션,0,20230519,,,,33.526898679013314,126.58802157390497
11590,4050070800,104,봉개교서측,0,20230519,,,,33.49686337035653,126.58123009620981
11591,4050073600,101,노형동3286-2,0,20230519,,,,33.471322920275455,126.46506536642585
11592,4050075700,101,월평교앞교차로,0,20230519,,,,33.47147560657813,126.57014001835158
11593,4050078300,101,김명자굴국밥,1,20230519,,,,33.51735782739585,126.57306639521667
11594,4050080600,102,조수리817-2,0,20230519,,,,33.346452626425204,126.22541015158524
11595,4050082500,101,하귀1리586,0,20230519,,,,33.480521934794,126.41288075982138
11596,4050084100,101,외도이동324-3,0,20230519,,,,33.49396220471726,126.43360389812877
11597,4050085500,101,노형동3815,1,20230519,,,,33.484313443084154,126.47757516482186
11598,4050088700,101,도남동1070,0,20230519,,,,33.48735496511401,126.52437111698339
11599,4050089500,101,도남동1052,0,20230519,,,,33.48979634742019,126.5204464401135
11600,4050090100,101,아라일동2044,0,20230519,,,,33.485755180812745,126.53403279440957
11601,4050092800,101,이도이동2061,0,20230519,,,,33.49117959940653,126.5380199191819
11602,4050093200,102,이도이동2065,0,20230519,,,,33.49048802997367,126.54305698928513
11603,4050095400,101,용담일동295-48,0,20230519,,,,33.51047738538251,126.51594670812571
11604,4050097700,102,건입동918-58,0,20230519,,,,33.519259822964074,126.53345764849365
11605,4050100700,101,월평동738-6,0,20230519,,,,33.45470042896063,126.57436700229644
11606,4050100800,101,월평동751,0,20230519,,,,33.455250371091395,126.57494194934063
11607,4050101300,101,월평동750,0,20230519,,,,33.451734098792656,126.57686680464516
11609,4050102400,102,봉개동산51-5,0,20230519,,,,33.450959341988316,126.61541349216301
11610,4050104300,101,도련일동2006,0,20230519,,,,33.5159270528662,126.58121605437996
11611,4050105000,101,화북이동5749-22,0,20230519,,,,33.511519121616296,126.56113030979265
11612,4050109400,101,도련일동2259-10,0,20230519,,,,33.50960276878885,126.586128167837
11613,4050110800,101,도련일동1619,0,20230519,,,,33.50722804638209,126.5900028489305
11614,4050111400,101,도련이동2868-1,0,20230519,,,,33.513935645339465,126.59100272291113
11615,4050115400,102,평대리579-3,0,20230519,,,,33.530326575712664,126.8436058842429
11616,4050115900,101,월평동1011-5,0,20230519,,,,33.46817604074243,126.57384645570838
11617,4050116000,102,아라일동6169,0,20230519,,,,33.4734649222887,126.54768169011287
11618,4050116700,101,고산리2801-2,0,20230519,,,,33.30001667126045,126.17380584775026
11619,4050117100,103,속성변화점,0,20230519,,,,33.30239648204069,126.17762838653589
11620,4050117200,101,용수교차로,1,20230519,,,,33.32050516491206,126.17824380790434
11621,4050119200,101,고산3교차로,1,20230519,,,,33.2998517058971,126.18507730839097
11622,4050122800,101,낙천리1955-3,0,20230519,,,,33.32519196296601,126.22476737409282
11623,4050125000,102,제주청소년수련원,0,20230519,,,,33.377300503751705,126.23654934848985
11625,4050131400,101,한림초등학교,0,20230519,,,,33.41257477104407,126.26091777102734
11626,4050135200,101,수원리290,0,20230519,,,,33.43154411479966,126.26821609827303
11627,4050135300,101,보건소삼거리,0,20230519,,,,33.41208653279981,126.2684079994088
11628,4050136300,101,한림철물상사,0,20230519,,,,33.407357647699946,126.27202032326323
11629,4050136900,101,한림리296-1,0,20230519,,,,33.412340070465795,126.27532330215952
11630,4050139400,104,대장교,0,20230519,,,,33.41689633580566,126.28363429737212
11631,4050140400,101,귀덕1리교차로,0,20230519,,,,33.4420542416198,126.2897132042985
11632,4050141100,101,금악초등교,0,20230519,,,,33.36204364722258,126.29268301076397
11633,4050142400,101,귀덕3리사거리,0,20230519,,,,33.419078804057,126.29669173001186
11634,4050143600,103,속성변화점,0,20230519,,,,33.452798898498486,126.30888604310519
12097,4050147000,104,어도교서측,0,20230519,,,,33.41865000124471,126.32230826075792
12098,4050147400,101,해안카센타,0,20230519,,,,33.4661586495158,126.32392619548364
12099,4050148500,101,납읍리2290-5,0,20230519,,,,33.43756232686798,126.32792094102048
12100,4050148800,101,납읍리2787,0,20230519,,,,33.42971369987272,126.32870724346854
12101,4050149700,101,애월리328,1,20230519,,,,33.46249813486975,126.33402906559304
12102,4050150300,101,패션스타트NCC전주효자점,0,20230519,,,,33.463626253955645,126.33955604860513
12103,4050152400,105,제주시-서귀포시,0,20230519,,,,33.34113595934274,126.35655507357615
12104,4050153500,101,송낙교차로,0,20230519,,,,33.43640027429587,126.3595845877398
12105,4050153600,101,봉성리산35-4,1,20230519,,,,33.35542293644627,126.36090227390737
12106,4050154500,101,신엄리2721-2,0,20230519,,,,33.478167750902465,126.36452426542317
12107,4050155100,101,신엄교차로,1,20230519,,,,33.470943023467186,126.36621010455484
12108,4050157000,101,어음리산72-4,1,20230519,,,,33.38585221533768,126.37257520702106
12109,4050157300,101,어음리산3-2,0,20230519,,,,33.38793593160244,126.37351347661101
12110,4050176000,101,신안동교차로,0,20230519,,,,33.518893305014416,126.6349657589365
12111,4050176700,101,조천리2977-3,0,20230519,,,,33.54343655911807,126.63667598687161
12112,4050185000,104,제4교래교남측,0,20230519,,,,33.43074182679391,126.67433267444785
12113,4050186200,101,함덕광명샤인빌,1,20230519,,,,33.53734848066669,126.67682679797687
12114,4050189200,101,높은물교차로,1,20230519,,,,33.536768045235306,126.69550777628788
12115,4050191100,103,속성변화점,0,20230519,,,,33.50722625017637,126.70798172435131
12116,4050191700,103,속성변화점,0,20230519,,,,33.553186235355724,126.7111153505862
12117,4050192100,101,동복리1759,0,20230519,,,,33.55339460911589,126.7166579377498
12118,4050192700,101,김녕리5226-1,0,20230519,,,,33.53558635118804,126.72593714649199
12119,4050193800,102,태왕사신기세트장,0,20230519,,,,33.42416210640286,126.7441993872652
12120,4050194800,101,김녕리2121,0,20230519,,,,33.55499785723605,126.7514038991227
12121,4050195600,101,덕천리556-1,0,20230519,,,,33.50026265554713,126.76018416765307
12122,4050197500,101,만장굴입구,0,20230519,,,,33.54980542886092,126.7798304800934
12123,4050198800,101,행원리1927-1,0,20230519,,,,33.53452446602377,126.79644431166709
12124,4050205900,103,속성변화점,0,20230519,,,,33.51830825682833,126.87685246562981
12125,4050206000,101,하도리2322-8,1,20230519,,,,33.51799314760021,126.8775403240067
12126,4050206800,101,종달1교차로,1,20230519,,,,33.49217774802226,126.89404872611966
12127,4060001001,103,속성변화점,0,20230519,,,,33.252056064902376,126.43210032058195
12128,4060001103,101,중앙로터리,1,20230519,,,,33.25378228909176,126.56095435500534
12129,4060002200,101,동홍동657-6,0,20230519,,,,33.254800330514456,126.5707050585046
12130,4060004406,101,색달동사거리,0,20230519,,,,33.2616800999814,126.41213849269917
12131,4060005100,101,꿈의교회,0,20230519,,,,33.262401053785766,126.60600941753752
12132,4060006707,101,하원동1878,1,20230519,,,,33.263058162884676,126.460195219903
12133,4060006910,103,속성변화점,0,20230519,,,,33.260262668649524,126.49324898395012
12134,4060006914,101,도순동1226-3,0,20230519,,,,33.26287323594944,126.46842081577635
12135,4060016902,101,서귀동470-3,0,20230519,,,,33.24461556967962,126.56331758994344
12136,4060017900,102,퍼시픽랜드앞,0,20230519,,,,33.245279222964925,126.41471216645115
12137,4060021100,102,스위트호텔앞,0,20230519,,,,33.248515258752256,126.40833676610772
12138,4060022401,101,동홍동2174-17,0,20230519,,,,33.25345411341477,126.57614599067402
12139,4060024005,101,중문동2100-2,0,20230519,,,,33.25326180302383,126.42378569621042
12140,4060024600,101,제주축산,0,20230519,,,,33.25211343180033,126.57136208368142
12141,4060025100,101,서귀포시강정동217,0,20230519,,,,33.252489967706374,126.50483227771588
12142,4060025800,101,돌아온놀부네,0,20230519,,,,33.252608783522724,126.51196782406748
12143,4060025900,101,파스쿠찌서귀포신시가지점,0,20230519,,,,33.25270134083592,126.50788081041071
12144,4060026900,101,서귀포교회,0,20230519,,,,33.25307382282187,126.50639273980191
12145,4060029600,101,세기교회,0,20230519,,,,33.255378500051336,126.57601646937347
12146,4060030100,101,서호동1461-2,0,20230519,,,,33.25567763890194,126.513682439475
12147,4060031400,101,서홍동주민센터앞교차로,1,20230519,,,,33.2562036745928,126.56055466849341
12148,4060033300,101,올레요맛집,0,20230519,,,,33.25692230175351,126.57698896014202
12149,4060033700,101,사랑꽃어린이집,0,20230519,,,,33.25694595263172,126.57286552141548
12150,4060036800,101,신서귀포유치원,0,20230519,,,,33.257515496350905,126.50870330663906
12151,4060037800,103,속성변화점,0,20230519,,,,33.25798647718598,126.61758890604432
12152,4060039900,101,소망수산,0,20230519,,,,33.25865301050725,126.56849041317695
12153,4060042200,101,예일어린이집,0,20230519,,,,33.26066961391137,126.50836917990713
12154,4060045800,101,한라자동차공업사,0,20230519,,,,33.290599348486445,126.57880761097528
12155,4060053800,104,제8산록교동측,0,20230519,,,,33.306887883336856,126.58797753757774
12156,4060060402,101,토평동2975-1,0,20230519,,,,33.284786464482025,126.56603372363601
12157,4060061500,103,속성변화점,0,20230519,,,,33.24089817484991,126.3864343710205
12158,4060061801,101,상예동711-1,0,20230519,,,,33.25116247284994,126.39851105186675
12159,4060061802,101,상예동690-1,0,20230519,,,,33.2515385784045,126.39902053985011
12160,4060062400,101,서귀포시강정동188-6,0,20230519,,,,33.25608671915847,126.50551489338618
12161,4060064200,101,서귀포시서호동222-1,0,20230519,,,,33.24979697451645,126.52426041715871
12162,4060068300,101,사계리3602-1,0,20230519,,,,33.25011358284453,126.32240232465635
12163,4060069500,101,화순리2128,0,20230519,,,,33.252638326049805,126.32787684062254
12164,4060070800,102,상예동4999,0,20230519,,,,33.251980307462894,126.3907339414603
12165,4060071000,102,상예동4999,0,20230519,,,,33.26627868280056,126.37662257589497
12166,4060076400,101,서귀동128-3,0,20230519,,,,33.24574835780633,126.56863119436346
12167,4060077300,102,서귀동341,0,20230519,,,,33.24911461454963,126.55846954776037
12168,4060078400,102,동홍동1383-2,0,20230519,,,,33.25963847442175,126.56213167413563
12169,4060082900,102,남원리2490-116,0,20230519,,,,33.279961902226354,126.72394266705331
12170,4060083100,101,태흥리70-2,0,20230519,,,,33.289710971646976,126.75751472889654
12171,4060083500,102,성읍리3174,0,20230519,,,,33.41596377396005,126.75587662070593
12172,4060084000,102,성읍리2684-3,0,20230519,,,,33.40311528106406,126.778649740162
12173,4060085900,102,온평리1268-3,0,20230519,,,,33.39379183993002,126.8996143347307
12174,4060089700,101,영락1교차로,1,20230519,,,,33.26348694356529,126.20486738699447
12175,4060095600,101,하모리1071-8,0,20230519,,,,33.22074665218341,126.24958712366399
12176,4060096500,101,아크로뷰호텔,0,20230519,,,,33.216780804208,126.2512843385893
12177,4060097200,101,홍마트모슬포점앞,0,20230519,,,,33.21914810268056,126.25210912295844
12178,4060097400,101,재클린커피,0,20230519,,,,33.21792810070405,126.25220759521781
12179,4060097600,101,대승사,0,20230519,,,,33.21613396504159,126.25236976574998
12180,4060098000,101,서귀포시서부보건소,0,20230519,,,,33.21917593228185,126.25259967473089
12181,4060102500,101,보성리2479,0,20230519,,,,33.28159537890903,126.27186141439222
12182,4060103900,101,서귀포안성우체국,0,20230519,,,,33.24966424112639,126.27902235529076
12183,4060107000,101,사계리3227-3,0,20230519,,,,33.23308789089,126.29229642992293
12184,4060107800,103,속성변화점,0,20230519,,,,33.231841881287004,126.29790366339154
12185,4060108100,101,사계리3578,0,20230519,,,,33.24039132621709,126.30037785346485
12186,4060108200,103,속성변화점,0,20230519,,,,33.2271668908834,126.30176773179001
12187,4060109100,103,속성변화점,0,20230519,,,,33.25202069667515,126.30400476491064
12188,4060109300,101,산방마트,0,20230519,,,,33.24337388482267,126.30485647373217
12189,4060110800,101,덕수리1506-6,0,20230519,,,,33.279195317718056,126.3171632194425
12190,4060112600,101,화순리2122,0,20230519,,,,33.253279432922305,126.32687695395127
12191,4060116000,101,엘림피렌체1차,0,20230519,,,,33.24426893703787,126.33619919900335
12192,4060117200,103,속성변화점,0,20230519,,,,33.306918798043256,126.3390709564227
12193,4060125000,104,송목교,0,20230519,,,,33.316913241539126,126.62463435594469
12194,4060128300,101,신례리650-3,0,20230519,,,,33.28095719950033,126.63507321494028
12195,4060129100,101,위미교차로,0,20230519,,,,33.322018134450424,126.6451961598008
12196,4060129200,101,위미입구교차로,0,20230519,,,,33.27124324164113,126.64739351075322
12423,4060002501,101,서홍동2576,1,20230519,,,,33.25451310523526,126.5469766136707
12634,4060131200,101,상위미교차로,0,20230519,,,,33.28836836382193,126.65539976710916
12635,4060131800,101,위미1교,1,20230519,,,,33.27698062986053,126.65673690547672
12636,4060132100,101,위미교,1,20230519,,,,33.27441743418196,126.65725366020162
12637,4060132300,102,바다에누워,0,20230519,,,,33.27007374036088,126.65830334632759
12638,4060133400,101,대성동입구교차로,1,20230519,,,,33.278168040439155,126.66765084197807
12639,4060135600,101,고남물교,0,20230519,,,,33.32241075419238,126.6862296022649
12640,4060136100,101,한남삼거리,0,20230519,,,,33.31212736644497,126.69328088632346
12641,4060136300,101,한남리사무소,1,20230519,,,,33.312224069145124,126.6944943053581
12642,4060137900,101,남원리1627-2,0,20230519,,,,33.28596735014918,126.70316938660253
12643,4060139000,104,새가름교,0,20230519,,,,33.307993537978156,126.70686369436065
12644,4060139400,101,서귀소방서,0,20230519,,,,33.28140386824579,126.70886030592058
12645,4060141600,101,남원리2490-116,0,20230519,,,,33.27781615856093,126.71395390921579
12646,4060143300,101,의귀중앙교차로,1,20230519,,,,33.3111122047215,126.71651386002073
12647,4060147500,101,태흥리1853-5,1,20230519,,,,33.2850546687126,126.72723201059753
12648,4060150500,101,남원농협,0,20230519,,,,33.285957393101235,126.7442558342194
12649,4060151400,101,신흥보건진료소,0,20230519,,,,33.319400663718355,126.74754400753241
12650,4060152600,101,신흥리1234-1,0,20230519,,,,33.32062510845867,126.75268604763231
12651,4060163500,101,표선해안도로입구교차로,1,20230519,,,,33.30702786622608,126.8063030745679
12652,4060163600,104,성읍교서측,0,20230519,,,,33.388126771881865,126.80624298021499
12653,4060164600,103,속성변화점,0,20230519,,,,33.31190252673274,126.81771963685095
12654,4060170500,101,삼달리2260,0,20230519,,,,33.3820463523887,126.8443438274054
12655,4060174800,101,신산교차로,1,20230519,,,,33.38295331776073,126.87738602824385
12656,4060179200,101,성산주민체육센터교차로,1,20230519,,,,33.468601226319365,126.90622608120914
12657,4060179400,103,속성변화점,0,20230519,,,,33.42575463609106,126.90683354630282
12658,4060182500,101,동남초등학교,0,20230519,,,,33.449355027721495,126.91502674030633
12659,4060183200,102,성산고등학교,0,20230519,,,,33.46999629479595,126.91674927212158
12660,4060184200,101,고성리186-3,0,20230519,,,,33.436324016147395,126.92296830127246
12661,4060184300,101,오조해녀의집,0,20230519,,,,33.46883785905872,126.92315745502647
12662,4060185600,101,성산파출소,0,20230519,,,,33.4641031123509,126.93420439950103
12663,4060185800,102,성산일출해양도립공원,0,20230519,,,,33.462522005592355,126.93620878579246
15157,4060030200,101,보영문구,0,20230519,,,,33.255774930534166,126.51219850081124
20387,4060187901,101,CAFEBONTE,1,20230519,,,,33.304608156717855,126.3932068674823
21158,4050208501,101,한진해운,0,20230519,,,,33.52315980484291,126.55323339588023
21172,4060187001,101,제주해군성당,0,20230519,,,,33.23444663516835,126.4830233536326
21173,4060186001,102,제주카페스르륵,0,20230519,,,,33.232194123089194,126.46301300602526
21210,4050208601,101,오일장동길교차로,0,20230519,,,,33.49475982521346,126.47823158163841
21328,4060013801,101,대포동2606,0,20230519,,,,33.23846161540455,126.43074609579693
21329,4060016800,101,중문동2520-3,1,20230519,,,,33.244511829981526,126.42706892425011
21350,4050032400,101,노형오거리,1,20230519,,,,33.486126241848986,126.48061991730161
21451,4050209701,101,세화리3544-1,1,20230519,,,,33.48047578666352,126.81106960290376
21771,4050030600,101,GS25제주간드락점,1,20230519,,,,33.4855523982941,126.54354132423991
22106,4050112400,101,삼양일동1018-3,0,20230519,,,,33.530475503958066,126.59392737342648
22107,4050112500,102,삼양일동900,0,20230519,,,,33.5321169874827,126.59346490390325
22108,4050113400,102,와산리1559-18,0,20230519,,,,33.49484644198848,126.67815783361657
22109,4050114100,102,김녕리6194,0,20230519,,,,33.54622438900756,126.74143957777393
22110,4050114200,103,속성변화점,0,20230519,,,,33.55780650684189,126.75540080618937
22117,4050169300,101,고성리919-1,0,20230519,,,,33.43639823938679,126.42434472969786
22118,4050169900,104,제2고성교북측,0,20230519,,,,33.43893866965873,126.42735333021797
22119,4050201900,101,구좌읍사무소,1,20230519,,,,33.52297636668989,126.85243473045372
22120,4050202100,101,하나로마트,0,20230519,,,,33.52513470398787,126.85381353646972
22121,4050202500,101,모메존흑돼지,0,20230519,,,,33.525149451088495,126.85436888025079
22122,4050207300,101,중동교차로,0,20230519,,,,33.48914192932866,126.89692829323629
22123,4060000806,101,도순동238-1,1,20230519,,,,33.2524095699251,126.47628188642884
22124,4060002800,101,약사암,1,20230519,,,,33.255713460476855,126.57734010440927
22125,4060003001,101,중문동1298-3,0,20230519,,,,33.257166496997726,126.43072923908431
22127,4060006301,101,중문동1084-1,0,20230519,,,,33.26244912616891,126.42718952671652
22128,4060006500,101,서홍동274-7,0,20230519,,,,33.26416107250806,126.5561644934489
22129,4060075700,102,호근동1328-1,0,20230519,,,,33.25576376552409,126.52859707578101
22303,4050000200,101,어리목입구교차로,0,20230519,,,,33.390187429220916,126.4854804800055
22304,4050000400,104,제2광령교,0,20230519,,,,33.41393952217992,126.45021851109419
22305,4050000604,101,용강동산14-4,1,20230519,,,,33.42782614779622,126.60051738686816
22306,4050003500,101,한라수목원입구교차로,1,20230519,,,,33.46955687754591,126.48494858243271
22307,4050128800,101,월림삼거리,0,20230519,,,,33.350503753402954,126.25601599850725
22308,4050129000,103,속성변화점,0,20230519,,,,33.34816939732321,126.25613557335268
22317,4050165500,101,유수암리3237,0,20230519,,,,33.42290159750166,126.4087479526745
22318,4050180800,101,와흘리산13-3,0,20230519,,,,33.460606804051785,126.66154841807293
22319,4050181000,104,제3교래교서측,0,20230519,,,,33.427748773018074,126.66233499398018
22320,4060010801,101,중문동산41-1,1,20230519,,,,33.29374177649563,126.43685260615047
22321,4060011100,101,하례입구교차로,1,20230519,,,,33.30046641783223,126.60046044972529
22322,4060011600,104,상천교,0,20230519,,,,33.30064505338513,126.40358988598165
22323,4060015300,101,제일슈퍼마켓,0,20230519,,,,33.24293634833305,126.56393898920008
22324,4060093300,103,속성변화점,1,20230519,,,,33.239235387390984,126.2340923936516
22325,4060113000,101,서광보건진료소앞,0,20230519,,,,33.28686258486629,126.32879179220704
22326,4060113900,101,동광리1583,0,20230519,,,,33.30967886338366,126.33066151330634
22327,4060114300,101,엘림피렌체2차,0,20230519,,,,33.246399960405206,126.33148493319942
22328,4060115100,101,화순리,0,20230519,,,,33.250524835322224,126.33427113680143
22329,4060115500,101,부두슈퍼,0,20230519,,,,33.24049092126822,126.33496027468064
22333,4060146500,101,의귀리436-10,0,20230519,,,,33.312582881114274,126.72228916033094
22334,4060166300,103,속성변화점,0,20230519,,,,33.32460755714603,126.8303371182384
22335,4060166700,101,표선파출소,0,20230519,,,,33.323622171299455,126.83163693312767
22336,4060167200,103,속성변화점,0,20230519,,,,33.32732409562998,126.83404715904959
22337,4060173100,101,신풍교차로,1,20230519,,,,33.363446928930706,126.86521041864408
24264,4050001400,101,명도암입구교차로,0,20230519,,,,33.42734827306887,126.63947516803391
24265,4050002500,101,축산마을삼거리,0,20230519,,,,33.44662992976522,126.48860597975259
24266,4050004006,101,신성여자중학교,0,20230519,,,,33.47820099176266,126.56178107437474
24267,4050004900,101,노형꿈틀작은도서관,1,20230519,,,,33.48190089781599,126.47375619908092
24268,4050005602,101,봉개교차로,1,20230519,,,,33.48837302812209,126.59811305351842
24269,4050006800,101,연동주민센터,1,20230519,,,,33.48770621047408,126.49653116813202
24270,4050007500,101,롯데시티호텔,1,20230519,,,,33.49007786640011,126.48655797957221
24271,4050007901,103,속성변화점,0,20230519,,,,33.49165917990552,126.42326922987945
24272,4050008000,101,제주소방서앞교차로,1,20230519,,,,33.491862742122144,126.53640879235682
24273,4050010200,101,내도동입구,1,20230519,,,,33.49354558556416,126.44510523000545
24274,4050010502,104,외도교동측,0,20230519,,,,33.49420549125147,126.43667054302605
24275,4050011801,101,삼도일동585-35,1,20230519,,,,33.49976673102814,126.52300465075447
24276,4050012600,101,보훈회관,0,20230519,,,,33.501200178796815,126.53018122952113
24277,4050014000,101,중앙로상점가골목시장,1,20230519,,,,33.511319836070626,126.52434369908835
24278,4050014300,101,중앙사거리,0,20230519,,,,33.51313821028282,126.52467813593735
24279,4050014400,101,거로마을입구,1,20230519,,,,33.514390022823974,126.55591329210893
24280,4050016800,102,오라CC,0,20230519,,,,33.44817555384204,126.51346279316029
